Team,Player,Pos.,Age,Exp,Depth
WSH,Sam Hartman,QB,27.0,1,4
WSH,Jacory Croskey-Merritt,RB,25.0,2,1
WSH,Rachaad White,RB,27.0,5,2
WSH,Kaytron Allen,RB,23.0,0,3
WSH,Jeremy McNichols,RB,30.0,6,4
WSH,Jerome Ford,RB,26.0,5,5
WSH,Craig Reynolds,RB,30.0,7,6
WSH,Robert Henry Jr.,RB,24.0,0,7
WSH,Chig Okonkwo,TE,26.0,5,1
WSH,John Bates,TE,28.0,6,2
WSH,Ben Sinnott,TE,24.0,3,3
WSH,Colson Yankoff,TE,26.0,3,4
WSH,Lawrence Cager,TE,28.0,4,5
WSH,Quentin Moore,TE,25.0,0,6
WSH,Tre' McKitty,TE,27.0,4,7
WSH,Terry McLaurin,WR,30.0,8,1
WSH,Stefon Diggs,WR,32.0,12,2
WSH,Luke McCaffrey,WR,25.0,3,3
WSH,Treylon Burks,WR,26.0,5,4
WSH,Antonio Williams,WR,22.0,0,5
WSH,Van Jefferson,WR,30.0,7,6
WSH,Dyami Brown,WR,26.0,6,7
WSH,Jaylin Lane,WR,24.0,2,8
WSH,Jacoby Jones,WR,25.0,1,9
WSH,Jaden Bradley,WR,23.0,0,10
WSH,Nick Nash,WR,27.0,1,11
