"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"1,C.J. Stroud,80,39,7,0,Sun,7,8,2025-10-26,24-023,HOU,,SFO,W 26-15,30,39,9,76.9,318,2,1,0,5.1,2.6,106.6,0,0,0.00,8.2,8.03,8.03,10.6,48.7,7,30,4.3,0,4,71.4,0,0,0,,0,,,0,,80,100.0,0,0.0,0,0.0,QB,StroCJ00"
"2,Justin Herbert,73,25,7,0,Thu,8,8,2025-10-23,27-227,LAC,,MIN,W 37-10,18,25,7,72.0,227,3,1,0,12.0,4.0,122.8,2,15,7.41,9.1,9.68,8.41,12.6,63.0,7,62,8.9,0,4,71.4,0,0,0,,0,,,0,,73,100.0,0,0.0,0,0.0,QB,HerbJu00"
"3,Justin Fields,72,32,11,0,Sun,8,8,2025-10-26,26-235,NYJ,@,CIN,W 39-38,21,32,11,65.6,244,1,0,0,3.1,0.0,99.0,0,0,0.00,7.6,8.25,8.25,11.6,59.4,11,31,2.8,0,3,45.5,0,0,0,,0,,,0,,72,100.0,0,0.0,0,0.0,QB,FielJu00"
"4,Cam Ward,71,38,2,0,Sun,8,8,2025-10-26,23-154,TEN,@,IND,L 14-38,22,38,16,57.9,259,1,1,0,2.6,2.6,76.5,4,31,9.52,6.8,6.16,4.83,11.8,42.9,2,4,2.0,0,0,50.0,0,0,0,,0,,,0,,71,100.0,0,0.0,0,0.0,QB,WardCa00"
"5,Patrick Mahomes,69,34,4,0,Mon,8,8,2025-10-27,30-040,KAN,,WAS,W 28-7,25,34,9,73.5,299,3,2,0,8.8,5.9,104.9,3,15,8.11,8.8,7.91,6.86,12.0,56.8,4,30,7.5,0,1,50.0,0,0,0,,0,,,0,,69,100.0,0,0.0,0,0.0,QB,MahoPa00"
"6,Drake Maye,68,24,7,0,Sun,8,8,2025-10-26,23-057,NWE,,CLE,W 32-13,18,24,6,75.0,282,3,1,0,12.5,4.2,135.8,6,37,20.00,11.8,12.38,8.67,15.7,53.3,7,50,7.1,0,2,42.9,0,0,0,,0,,,0,,68,100.0,0,0.0,0,0.0,QB,MayeDr00"
"7,Elic Ayomanor,67,0,0,8,Sun,8,8,2025-10-26,22-145,TEN,@,IND,L 14-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,52,13.0,0,50.0,6.5,2,37.5,67,94.4,0,0.0,0,0.0,WR,AyomEl00"
"8,Chris Olave,67,0,1,12,Sun,8,8,2025-10-26,25-121,NOR,,TAM,L 3-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-3,-3.0,0,0,0.0,12,8,63,7.9,0,66.7,5.3,1,25.0,67,93.1,0,0.0,0,0.0,WR,OlavCh00"
"9,Jayden Higgins,66,0,0,8,Sun,7,8,2025-10-26,22-315,HOU,,SFO,W 26-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,34,8.5,1,50.0,4.3,3,37.5,66,82.5,0,0.0,0,0.0,WR,HiggJa00"
"10,Dak Prescott,65,31,6,0,Sun,8,8,2025-10-26,32-089,DAL,@,DEN,L 24-44,19,31,12,61.3,188,0,2,0,0.0,6.5,51.5,2,15,6.06,6.1,3.16,2.52,9.9,45.5,6,31,5.2,0,2,66.7,0,0,0,,0,,,0,,65,87.8,0,0.0,0,0.0,QB,PresDa01"
"11,Jordan Love,64,37,1,0,Sun,7,8,2025-10-26,26-358,GNB,@,PIT,W 35-25,29,37,8,78.4,360,3,0,0,8.1,0.0,134.2,0,0,0.00,9.7,11.35,11.35,12.4,59.5,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,LoveJo03"
"12,Chimere Dike,63,0,1,8,Sun,8,8,2025-10-26,23-316,TEN,@,IND,L 14-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,1,1.0,0,0,0.0,8,7,93,13.3,0,87.5,11.6,5,75.0,63,88.7,0,0.0,11,39.3,WR,DikeCh00"
"13,Aaron Rodgers,63,36,0,0,Sun,7,8,2025-10-26,41-328,PIT,,GNB,L 25-35,24,36,12,66.7,219,2,0,0,5.6,0.0,101.5,3,17,7.69,6.1,7.19,6.21,9.1,38.5,0,0,,0,0,,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,RodgAa00"
"14,Caleb Williams,63,38,3,0,Sun,7,8,2025-10-26,23-342,CHI,@,BAL,L 16-30,25,38,13,65.8,285,0,1,0,0.0,2.6,77.2,1,9,2.56,7.5,6.32,5.92,11.4,48.7,3,24,8.0,0,1,66.7,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,WillCa03"
"15,Tyler Huntley,62,22,8,0,Sun,7,8,2025-10-26,27-265,BAL,,CHI,W 30-16,17,22,5,77.3,186,1,0,0,4.5,0.0,116.9,2,8,8.33,8.5,9.36,8.25,10.9,54.2,8,53,6.6,0,4,50.0,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,HuntTy01"
"16,Tua Tagovailoa,62,26,0,0,Sun,8,8,2025-10-26,27-238,MIA,@,ATL,W 34-10,20,26,6,76.9,205,4,0,0,15.4,0.0,138.6,1,8,3.70,7.9,10.96,10.26,10.3,51.9,0,0,,0,0,,0,0,0,,0,,,0,,62,89.9,0,0.0,0,0.0,QB,TagoTu00"
"17,Andy Dalton,61,24,2,0,Sun,8,8,2025-10-26,37-362,CAR,,BUF,L 9-40,16,24,8,66.7,175,0,1,0,0.0,4.2,70.7,7,45,22.58,7.3,5.42,2.74,10.9,45.2,2,1,0.5,0,0,0.0,0,0,0,,0,,,0,,61,100.0,0,0.0,0,0.0,QB,DaltAn00"
"18,Joe Flacco,59,34,2,0,Sun,8,8,2025-10-26,40-283,CIN,,NYJ,L 38-39,21,34,13,61.8,223,2,0,0,5.9,0.0,100.5,1,6,2.86,6.6,7.74,7.34,10.6,51.4,2,14,7.0,1,2,100.0,0,0,0,,0,,,0,,59,100.0,0,0.0,0,0.0,QB,FlacJo00"
"19,Zay Flowers,59,0,1,9,Sun,7,8,2025-10-26,25-045,BAL,,CHI,W 30-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,8,8.0,0,1,100.0,9,7,63,9.0,0,77.8,7.0,4,66.7,59,95.2,0,0.0,0,0.0,WR,FlowZa00"
"20,Tucker Kraft,59,0,0,9,Sun,7,8,2025-10-26,24-357,GNB,@,PIT,W 35-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,7,143,20.4,2,77.8,15.9,5,55.6,59,92.2,0,0.0,2,6.1,TE,KrafTu00"
"21,D.K. Metcalf,59,0,0,7,Sun,7,8,2025-10-26,27-316,PIT,,GNB,L 25-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,55,11.0,1,71.4,7.9,4,71.4,59,93.7,0,0.0,1,3.0,WR,MetcDK00"
