"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"1,Dillon Gabriel,82,52,0,0,Sun,6,6,2025-10-12,24-288,CLE,@,PIT,L 9-23,29,52,23,55.8,221,0,0,0,0.0,0.0,66.3,6,38,10.34,4.3,4.25,3.16,7.6,32.8,0,0,,0,0,,0,0,0,,0,,,0,,82,100.0,0,0.0,0,0.0,QB,GabrDi00"
"2,Trevor Lawrence,76,42,3,0,Sun,6,6,2025-10-12,26-006,JAX,,SEA,L 12-20,27,42,15,64.3,258,2,0,0,4.8,0.0,97.1,7,44,14.29,6.1,7.10,5.18,9.6,38.8,3,9,3.0,0,1,33.3,0,0,0,,0,,,0,,76,100.0,0,0.0,0,0.0,QB,LawrTr00"
"3,Jacoby Brissett,73,44,3,0,Sun,6,6,2025-10-12,32-305,ARI,@,IND,L 27-31,27,44,17,61.4,320,2,1,0,4.5,2.3,89.2,2,8,4.35,7.3,7.16,6.67,11.9,50.0,3,19,6.3,0,3,100.0,0,0,0,,0,,,0,,73,100.0,0,0.0,0,0.0,QB,BrisJa00"
"4,Jerry Jeudy,73,0,0,13,Sun,6,6,2025-10-12,26-171,CLE,@,PIT,L 9-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,5,43,8.6,0,38.5,3.3,4,30.8,73,89.0,0,0.0,0,0.0,WR,JeudJe00"
"5,Isaiah Bond,71,0,0,5,Sun,6,6,2025-10-12,21-211,CLE,@,PIT,L 9-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,9,4.5,0,40.0,1.8,1,20.0,71,86.6,0,0.0,1,4.0,WR,BondIs00"
"6,Zay Flowers,71,0,0,10,Sun,6,6,2025-10-12,25-031,BAL,,LAR,L 3-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,46,7.7,0,60.0,4.6,2,40.0,71,91.0,0,0.0,0,0.0,WR,FlowZa00"
"7,Michael Penix,70,32,2,0,Mon,5,6,2025-10-13,25-158,ATL,,BUF,W 24-14,20,32,12,62.5,250,1,0,0,3.1,0.0,97.1,2,17,5.88,7.8,8.44,7.44,12.5,44.1,2,6,3.0,0,0,50.0,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,PeniMi00"
"8,Mac Jones,69,39,5,0,Sun,6,6,2025-10-12,27-037,SFO,@,TAM,L 19-30,27,39,12,69.2,347,0,2,0,0.0,5.1,75.5,6,51,13.33,8.9,6.59,4.58,12.9,40.0,5,13,2.6,0,2,60.0,0,0,0,,0,,,0,,69,100.0,0,0.0,0,0.0,QB,JoneMa05"
"9,Drake London,68,0,0,16,Mon,5,6,2025-10-13,24-081,ATL,,BUF,W 24-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,16,10,158,15.8,1,62.5,9.9,7,56.3,68,97.1,0,0.0,0,0.0,WR,LondDr00"
"10,Jaxson Dart,67,25,13,0,Thu,6,6,2025-10-09,22-149,NYG,,PHI,W 34-17,17,25,8,68.0,195,1,0,0,4.0,0.0,104.6,2,1,7.41,7.8,8.60,7.93,11.5,48.1,13,58,4.5,1,5,53.8,0,0,0,,0,,,0,,67,97.1,0,0.0,0,0.0,QB,DartJa00"
"11,Wan'Dale Robinson,67,0,0,7,Thu,6,6,2025-10-09,24-277,NYG,,PHI,W 34-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,6,84,14.0,1,85.7,12.0,3,57.1,67,97.1,0,0.0,0,0.0,WR,RobiWa01"
"12,Bryce Young,67,25,3,0,Sun,6,6,2025-10-12,24-079,CAR,,DAL,W 30-27,17,25,8,68.0,199,3,1,0,12.0,4.0,114.8,1,5,3.85,8.0,8.56,8.04,11.7,50.0,3,5,1.7,0,0,33.3,0,0,0,,0,,,0,,67,100.0,0,0.0,0,0.0,QB,YounBr01"
"13,Harold Fannin,66,0,0,10,Sun,6,6,2025-10-12,21-084,CLE,@,PIT,L 9-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,7,81,11.6,0,70.0,8.1,3,60.0,66,80.5,0,0.0,6,24.0,TE,FannHa00"
"14,Trey McBride,66,0,0,11,Sun,6,6,2025-10-12,25-324,ARI,@,IND,L 27-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,8,72,9.0,1,72.7,6.5,4,72.7,66,90.4,0,0.0,0,0.0,TE,McBrTr01"
