"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"37,Bo Nix,59,23,8,0,Sun,17,18,2026-01-04,25-313,DEN,,LAC,W 19-3,14,23,9,60.9,141,0,0,0,0.0,0.0,78.4,4,17,14.81,6.1,6.1,4.6,10.1,25.9,8,49,6.1,0,3,50.0,0,0,0,,0,,,0,,59,100.0,0,0.0,0,0.0,QB,NixxBo00"
"38,Kyle Pitts,58,0,0,9,Sun,17,18,2026-01-04,25-090,ATL,,NOR,W 19-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,58,9.7,0,66.7,6.4,6,66.7,58,92.1,0,0.0,1,3.6,TE,PittKy00"
"39,Michael Pittman Jr.,58,0,0,4,Sun,17,18,2026-01-04,28-091,IND,@,HOU,L 30-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,11,5.5,0,50.0,2.8,1,25.0,58,89.2,0,0.0,0,0.0,WR,PittMi01"
"40,Audric Estime,57,0,21,5,Sun,17,18,2026-01-04,22-120,NOR,@,ATL,L 17-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,63,3.0,0,3,33.3,5,5,43,8.6,0,100.0,8.6,1,60.0,57,83.8,0,0.0,0,0.0,RB,EstiAu00"
"41,Jaxon Smith-Njigba,57,0,0,8,Sat,17,18,2026-01-03,23-323,SEA,@,SFO,W 13-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,84,14.0,0,75.0,10.5,5,75.0,57,82.6,0,0.0,0,0.0,WR,SmitJa06"
"42,Jaret Patterson,56,0,8,4,Sun,17,18,2026-01-04,26-012,LAC,@,DEN,L 3-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,8,29,3.6,0,1,37.5,4,3,8,2.7,0,75.0,2.0,1,25.0,56,78.9,0,0.0,3,11.1,RB,PattJa01"
"43,Jacoby Brissett,55,31,3,0,Sun,17,18,2026-01-04,33-024,ARI,@,LAR,L 20-37,22,31,9,71.0,243,2,1,0,6.5,3.2,101.9,6,33,16.22,7.8,7.7,5.5,11.0,48.6,3,19,6.3,0,1,33.3,0,0,0,,0,,,0,,55,100.0,0,0.0,0,0.0,QB,BrisJa00"
"44,Jayden Higgins,55,0,0,5,Sun,17,18,2026-01-04,23-020,HOU,,IND,W 38-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,23,11.5,1,40.0,4.6,2,40.0,55,80.9,0,0.0,0,0.0,WR,HiggJa00"
"45,Caleb Williams,55,33,1,0,Sun,17,18,2026-01-04,24-047,CHI,,DET,L 16-19,20,33,13,60.6,212,2,1,0,6.1,3.0,86.9,1,7,2.94,6.4,6.3,5.9,10.6,47.1,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,55,100.0,0,0.0,0,0.0,QB,WillCa03"
"46,Darius Cooper,54,0,0,5,Sun,17,18,2026-01-04,24-043,PHI,,WAS,L 17-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,33,11.0,0,60.0,6.6,3,60.0,54,84.4,0,0.0,11,50.0,WR,CoopDa01"
"47,Xavier Hutchinson,54,0,0,9,Sun,17,18,2026-01-04,25-217,HOU,,IND,W 38-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,84,16.8,0,55.6,9.3,3,44.4,54,79.4,0,0.0,3,8.3,WR,HutcXa00"
"48,Davis Allen,53,0,0,1,Sun,17,18,2026-01-04,24-335,LAR,,ARI,W 37-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,0,0,,0,0.0,0.0,0,0.0,53,70.7,0,0.0,12,42.9,TE,AlleDa02"
"49,Quinn Ewers,53,23,1,0,Sun,17,18,2026-01-04,22-295,MIA,@,NWE,L 10-38,16,23,7,69.6,137,1,1,0,4.3,4.3,81.2,4,20,14.81,6.0,4.9,3.4,8.6,33.3,1,9,9.0,0,0,100.0,0,0,0,,0,,,0,,53,94.6,0,0.0,0,0.0,QB,EwerQu00"
"50,Cooper Kupp,53,0,0,3,Sat,17,18,2026-01-03,32-202,SEA,@,SFO,W 13-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,29,14.5,0,66.7,9.7,2,66.7,53,76.8,0,0.0,0,0.0,WR,KuppCo00"
"51,Bijan Robinson,53,0,15,3,Sun,17,18,2026-01-04,23-339,ATL,,NOR,W 19-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,33,2.2,0,2,26.7,3,3,10,3.3,0,100.0,3.3,0,33.3,53,84.1,0,0.0,0,0.0,RB,RobiBi01"
"52,Tyler Warren,53,0,0,8,Sun,17,18,2026-01-04,23-225,IND,@,HOU,L 30-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,26,5.2,0,62.5,3.3,2,25.0,53,81.5,0,0.0,0,0.0,TE,WarrTy00"
"53,Marquise Brown,52,0,0,6,Sun,17,18,2026-01-04,28-214,KAN,@,LVR,L 12-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,64,21.3,0,50.0,10.7,2,33.3,52,81.3,0,0.0,0,0.0,WR,BrowMa04"
"54,Pat Freiermuth,52,0,0,5,Sun,17,18,2026-01-04,27-071,PIT,,BAL,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,51,17.0,0,60.0,10.2,3,60.0,52,69.3,0,0.0,0,0.0,TE,FreiPa00"
"55,Jahmyr Gibbs,52,0,19,5,Sun,17,18,2026-01-04,23-290,DET,@,CHI,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,19,80,4.2,0,4,57.9,5,3,33,11.0,1,60.0,6.6,2,60.0,52,71.2,0,0.0,0,0.0,RB,GibbJa01"
"56,Trey McBride,52,0,0,8,Sun,17,18,2026-01-04,26-043,ARI,@,LAR,L 20-37,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,7,65,9.3,0,87.5,8.1,1,62.5,52,94.5,0,0.0,0,0.0,TE,McBrTr01"
"57,Darnell Mooney,52,0,0,7,Sun,17,18,2026-01-04,28-067,ATL,,NOR,W 19-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,20,6.7,0,42.9,2.9,1,28.6,52,82.5,0,0.0,0,0.0,WR,MoonDa00"
"58,Puka Nacua,52,0,2,11,Sun,17,18,2026-01-04,24-220,LAR,,ARI,W 37-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,24,12.0,0,2,100.0,11,10,76,7.6,1,90.9,6.9,5,90.9,52,69.3,0,0.0,0,0.0,WR,NacuPu00"
"59,Dante Pettis,52,0,0,5,Sun,17,18,2026-01-04,30-073,NOR,@,ATL,L 17-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,60,12.0,0,100.0,12.0,3,60.0,52,76.5,0,0.0,2,7.1,WR,PettDa00"
"60,Shedeur Sanders,52,22,3,0,Sun,17,18,2026-01-04,23-331,CLE,@,CIN,W 20-18,11,22,11,50.0,111,0,0,0,0.0,0.0,64.8,6,29,21.43,5.0,5.0,2.9,10.1,25.0,3,26,8.7,0,1,66.7,0,0,0,,0,,,0,,52,100.0,0,0.0,0,0.0,QB,SandSh00"
"61,Tyrone Tracy Jr.,52,0,18,9,Sun,17,18,2026-01-04,26-042,NYG,,DAL,W 34-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,18,103,5.7,0,5,44.4,9,8,56,7.0,1,88.9,6.2,4,66.7,52,69.3,0,0.0,0,0.0,RB,TracTy00"
"62,Elic Ayomanor,51,0,0,10,Sun,17,18,2026-01-04,22-215,TEN,@,JAX,L 7-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,3,50,16.7,0,30.0,5.0,2,20.0,51,94.4,0,0.0,0,0.0,WR,AyomEl00"
"63,Anthony Firkser,51,0,0,3,Sun,17,18,2026-01-04,30-319,DET,@,CHI,W 19-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,2,1.0,0,66.7,0.7,0,0.0,51,69.9,0,0.0,13,65.0,TE,FirkAn00"
"64,Matthew Golden,51,0,0,3,Sun,17,18,2026-01-04,22-156,GNB,@,MIN,L 3-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,8,8.0,0,33.3,2.7,1,33.3,51,100.0,0,0.0,0,0.0,WR,GoldMa02"
"65,Lamar Jackson,51,18,4,0,Sun,17,18,2026-01-04,28-362,BAL,@,PIT,L 24-26,11,18,7,61.1,238,3,1,0,16.7,5.6,121.5,3,16,14.29,13.2,14.1,11.3,21.6,42.9,4,9,2.3,0,1,25.0,0,0,0,,0,,,0,,51,100.0,0,0.0,0,0.0,QB,JackLa00"
"66,Justin Jefferson,51,0,1,11,Sun,17,18,2026-01-04,26-202,MIN,,GNB,W 16-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,0,0.0,11,8,101,12.6,0,72.7,9.2,5,63.6,51,76.1,0,0.0,0,0.0,WR,JeffJu00"
"67,Juwan Johnson,51,0,0,5,Sun,17,18,2026-01-04,29-113,NOR,@,ATL,L 17-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,61,20.3,0,60.0,12.2,2,60.0,51,75.0,0,0.0,0,0.0,TE,JohnJu02"
"68,Travis Kelce,51,0,0,6,Sun,17,18,2026-01-04,36-091,KAN,@,LVR,L 12-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,12,4.0,0,50.0,2.0,2,16.7,51,79.7,0,0.0,0,0.0,TE,KelcTr00"
"69,Keleki Latu,51,0,0,3,Sun,17,18,2026-01-04,23-144,BUF,,NYJ,W 35-8,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,31,10.3,0,100.0,10.3,3,100.0,51,68.0,0,0.0,6,37.5,TE,LatuKe00"
"70,Aidan O'Connell,51,22,1,0,Sun,17,18,2026-01-04,27-125,LVR,,KAN,W 14-12,10,22,12,45.5,102,0,0,0,0.0,0.0,59.3,1,5,4.35,4.6,4.6,4.2,10.2,30.4,1,7,7.0,0,0,0.0,0,0,0,,0,,,0,,51,82.3,0,0.0,0,0.0,QB,OConAi00"
"71,Clayton Tune,51,11,4,0,Sun,17,18,2026-01-04,26-287,GNB,@,MIN,L 3-16,6,11,5,54.5,34,0,0,0,0.0,0.0,60.4,4,41,26.67,3.1,3.1,-0.5,5.7,20.0,4,23,5.8,0,2,50.0,0,0,0,,0,,,0,,51,100.0,0,0.0,0,0.0,QB,TuneCl00"
"72,Michael Wilson,51,0,0,8,Sun,17,18,2026-01-04,25-315,ARI,@,LAR,L 20-37,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,99,19.8,1,62.5,12.4,4,50.0,51,92.7,0,0.0,0,0.0,WR,WilsMi02"
"73,Bryce Young,51,35,2,0,Sat,17,18,2026-01-03,24-162,CAR,@,TAM,L 14-16,24,35,11,68.6,266,2,1,0,5.7,2.9,98.0,0,0,0.00,7.6,7.5,7.5,11.1,48.6,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,51,100.0,0,0.0,0,0.0,QB,YounBr01"
"74,Mike Evans,50,0,0,2,Sat,17,18,2026-01-03,32-135,TAM,,CAR,W 16-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,34,17.0,0,100.0,17.0,2,100.0,50,74.6,0,0.0,0,0.0,WR,EvanMi00"
"75,Zay Flowers,50,0,0,6,Sun,17,18,2026-01-04,25-115,BAL,@,PIT,L 24-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,138,34.5,2,66.7,23.0,3,50.0,50,98.0,0,0.0,0,0.0,WR,FlowZa00"
"76,Kenneth Gainwell,50,0,5,9,Sun,17,18,2026-01-04,26-296,PIT,,BAL,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,10,2.0,1,1,40.0,9,8,64,8.0,0,88.9,7.1,4,55.6,50,66.7,0,0.0,5,17.2,RB,GainKe00"
"77,Trevor Lawrence,50,30,2,0,Sun,17,18,2026-01-04,26-090,JAX,,TEN,W 41-7,22,30,8,73.3,255,3,0,0,10.0,0.0,131.9,2,16,6.25,8.5,10.5,9.3,11.6,65.6,2,11,5.5,0,1,50.0,0,0,0,,0,,,0,,50,82.0,0,0.0,0,0.0,QB,LawrTr00"
"78,Colston Loveland,50,0,0,13,Sun,17,18,2026-01-04,21-270,CHI,,DET,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,10,91,9.1,1,76.9,7.0,4,61.5,50,90.9,0,0.0,0,0.0,TE,LoveCo00"
"79,Jalen Nailor,50,0,0,3,Sun,17,18,2026-01-04,26-308,MIN,,GNB,W 16-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,49,16.3,0,100.0,16.3,2,66.7,50,74.6,0,0.0,2,8.7,WR,NailJa00"
"80,JuJu Smith-Schuster,50,0,0,2,Sun,17,18,2026-01-04,29-043,KAN,@,LVR,L 12-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,13,6.5,0,100.0,6.5,0,100.0,50,78.1,0,0.0,0,0.0,WR,SmitJu00"
"81,Adam Thielen,50,0,0,6,Sun,17,18,2026-01-04,35-135,PIT,,BAL,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,43,14.3,0,50.0,7.2,1,50.0,50,66.7,0,0.0,0,0.0,WR,ThieAd00"
"82,Brandon Allen,49,30,0,0,Sun,17,18,2026-01-04,33-121,TEN,@,JAX,L 7-41,17,30,13,56.7,72,0,1,1,0.0,3.3,47.9,1,7,3.23,2.4,0.9,0.6,4.2,19.4,0,0,,0,0,,0,0,0,,0,,,0,,49,90.7,0,0.0,0,0.0,QB,AlleBr00"
"83,Kylen Granson,49,0,0,5,Sun,17,18,2026-01-04,27-283,PHI,,WAS,L 17-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,30,7.5,0,80.0,6.0,1,80.0,49,76.6,0,0.0,15,68.2,TE,GranKy00"
"84,Cole Kmet,49,0,0,3,Sun,17,18,2026-01-04,26-300,CHI,,DET,L 16-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,16,8.0,0,66.7,5.3,1,33.3,49,89.1,0,0.0,0,0.0,TE,KmetCo00"
"85,Drew Sample,49,0,0,3,Sun,17,18,2026-01-04,29-263,CIN,,CLE,L 18-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,17,5.7,0,100.0,5.7,1,100.0,49,72.1,0,0.0,11,45.8,TE,SampDr00"
"86,Deebo Samuel,49,0,2,5,Sun,17,18,2026-01-04,29-354,WAS,@,PHI,W 24-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,1,0.5,0,0,0.0,5,2,20,10.0,0,40.0,4.0,1,20.0,49,71.0,0,0.0,0,0.0,WR,SamuDe00"
"87,Brady Cook,48,22,3,0,Sun,17,18,2026-01-04,24-084,NYJ,@,BUF,L 8-35,11,22,11,50.0,60,1,0,0,4.5,0.0,71.4,1,7,4.35,2.7,3.6,3.2,5.5,30.4,3,7,2.3,0,1,66.7,0,0,0,,0,,,0,,48,100.0,0,0.0,0,0.0,QB,CookBr03"
