"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"22,Jared Goff,64,37,0,0,Sun,8,9,2025-11-02,31-019,DET,,MIN,L 24-27,25,37,12,67.6,284,2,0,0,5.4,0.0,108.4,5,44,11.90,7.7,8.76,6.67,11.4,40.5,0,0,,0,0,,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,GoffJa00"
"23,Sam LaPorta,64,0,0,8,Sun,8,9,2025-11-02,24-294,DET,,MIN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,97,16.2,1,75.0,12.1,4,62.5,64,100.0,0,0.0,0,0.0,TE,LaPoSa01"
"24,Geno Smith,64,39,5,0,Sun,8,9,2025-11-02,35-023,LVR,,JAX,L 29-30 (OT),29,39,10,74.4,284,4,1,0,10.3,2.6,117.9,2,10,4.88,7.3,8.18,7.54,9.8,68.3,5,9,1.8,0,2,40.0,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,SmitGe00"
"25,Tua Tagovailoa,64,40,1,0,Thu,9,9,2025-10-30,27-242,MIA,,BAL,L 6-28,25,40,15,62.5,261,0,1,0,0.0,2.5,70.9,2,16,4.76,6.5,5.40,4.76,10.4,42.9,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,TagoTu00"
"26,Bo Nix,63,37,3,0,Sun,9,9,2025-11-02,25-250,DEN,@,HOU,W 18-15,18,37,19,48.6,173,2,1,0,5.4,2.7,68.9,1,2,2.63,4.7,4.54,4.37,9.6,31.6,3,36,12.0,0,1,66.7,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,NixxBo00"
"27,J.J. McCarthy,62,25,9,0,Sun,8,9,2025-11-02,22-286,MIN,@,DET,W 27-24,14,25,11,56.0,143,2,1,0,8.0,4.0,82.6,5,27,16.67,5.7,5.52,3.70,10.2,33.3,9,12,1.3,1,1,33.3,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,McCaJJ00"
"28,Aaron Rodgers,62,35,2,0,Sun,8,9,2025-11-02,41-335,PIT,,IND,W 27-20,25,35,10,71.4,203,1,0,0,2.9,0.0,95.3,3,16,7.89,5.8,6.37,5.45,8.1,50.0,2,0,0.0,0,0,50.0,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,RodgAa00"
"29,Jonathan Taylor,62,0,14,2,Sun,9,9,2025-11-02,26-287,IND,@,PIT,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,45,3.2,0,3,57.1,2,2,12,6.0,0,100.0,6.0,0,50.0,62,79.5,0,0.0,0,0.0,RB,TaylJo02"
"30,Tre Tucker,62,0,0,4,Sun,8,9,2025-11-02,24-239,LVR,,JAX,L 29-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,38,12.7,0,75.0,9.5,2,75.0,62,96.9,0,0.0,1,4.0,WR,TuckTr00"
"31,George Pickens,61,0,0,9,Mon,9,9,2025-11-03,24-244,DAL,,ARI,L 17-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,79,13.2,0,66.7,8.8,6,66.7,61,91.0,0,0.0,0,0.0,WR,PickGe00"
"32,Amon-Ra St. Brown,61,0,0,13,Sun,8,9,2025-11-02,26-009,DET,,MIN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,9,97,10.8,0,69.2,7.5,2,53.8,61,95.3,0,0.0,0,0.0,WR,StxxAm00"
"33,Romeo Doubs,60,0,0,10,Sun,8,9,2025-11-02,25-203,GNB,,CAR,L 13-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,7,91,13.0,0,70.0,9.1,5,70.0,60,92.3,0,0.0,3,17.6,WR,DoubRo00"
"34,Jake Ferguson,60,0,0,7,Mon,9,9,2025-11-03,26-289,DAL,,ARI,L 17-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,50,10.0,0,71.4,7.1,2,42.9,60,89.6,0,0.0,0,0.0,TE,FergJa00"
"35,Patrick Mahomes,60,34,1,0,Sun,9,9,2025-11-02,30-046,KAN,@,BUF,L 21-28,15,34,19,44.1,250,0,1,0,0.0,2.9,57.2,3,24,8.11,7.4,6.03,4.89,16.7,32.4,1,5,5.0,0,0,100.0,0,0,0,,0,,,0,,60,100.0,0,0.0,0,0.0,QB,MahoPa00"
"36,Justin Jefferson,59,0,0,9,Sun,8,9,2025-11-02,26-139,MIN,@,DET,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,47,7.8,1,66.7,5.2,3,44.4,59,95.2,0,0.0,0,0.0,WR,JeffJu00"
"37,CeeDee Lamb,59,0,0,12,Mon,9,9,2025-11-03,26-209,DAL,,ARI,L 17-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,7,85,12.1,0,58.3,7.1,3,50.0,59,88.1,0,0.0,0,0.0,WR,LambCe00"
"38,Trey McBride,59,0,0,9,Mon,8,9,2025-11-03,25-346,ARI,@,DAL,W 27-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,55,11.0,1,55.6,6.1,3,44.4,59,88.1,0,0.0,0,0.0,TE,McBrTr01"
"39,Kyle Monangai,59,0,26,5,Sun,8,9,2025-11-02,23-149,CHI,@,CIN,W 47-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,26,176,6.8,0,6,69.2,5,3,22,7.3,0,60.0,4.4,2,40.0,59,73.8,0,0.0,0,0.0,RB,MonaKy00"
"40,De'Von Achane,58,0,14,10,Thu,9,9,2025-10-30,24-017,MIA,,BAL,L 6-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,67,4.8,0,4,42.9,10,6,39,6.5,0,60.0,3.9,1,20.0,58,90.6,0,0.0,0,0.0,RB,AchaDe00"
"41,Nico Collins,58,0,0,11,Sun,8,9,2025-11-02,26-228,HOU,,DEN,L 15-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,7,75,10.7,0,63.6,6.8,5,45.5,58,79.5,0,0.0,0,0.0,WR,CollNi00"
"42,Ashton Jeanty,58,0,13,5,Sun,8,9,2025-11-02,21-335,LVR,,JAX,L 29-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,13,42,3.2,0,3,46.2,5,5,47,9.4,1,100.0,9.4,3,80.0,58,90.6,0,0.0,0,0.0,RB,JeanAs00"
"43,Dalton Schultz,58,0,0,8,Sun,8,9,2025-11-02,29-114,HOU,,DEN,L 15-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,77,12.8,0,75.0,9.6,3,50.0,58,79.5,0,0.0,2,6.1,TE,SchuDa00"
"44,Courtland Sutton,58,0,0,6,Sun,9,9,2025-11-02,30-023,DEN,@,HOU,W 18-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,1,30,30.0,1,16.7,5.0,1,16.7,58,92.1,0,0.0,0,0.0,WR,SuttCo00"
"45,Javonte Williams,58,0,15,1,Mon,9,9,2025-11-03,25-192,DAL,,ARI,L 17-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,15,83,5.5,0,6,53.3,1,1,0,0.0,0,100.0,0.0,0,0.0,58,86.6,0,0.0,0,0.0,RB,WillJa10"
"46,Jameson Williams,58,0,0,6,Sun,8,9,2025-11-02,24-221,DET,,MIN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,66,16.5,1,66.7,11.0,3,50.0,58,90.6,0,0.0,0,0.0,WR,WillJa11"
"47,Bryce Young,58,20,2,0,Sun,9,9,2025-11-02,24-100,CAR,@,GNB,W 16-13,11,20,9,55.0,102,0,1,0,0.0,5.0,48.3,1,0,4.76,5.1,2.85,2.71,9.3,38.1,2,9,4.5,0,2,100.0,0,0,0,,0,,,0,,58,100.0,0,0.0,0,0.0,QB,YounBr01"
"48,Jordan Addison,57,0,1,4,Sun,8,9,2025-11-02,23-279,MIN,@,DET,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,16,16.0,0,1,100.0,4,2,48,24.0,0,50.0,12.0,2,50.0,57,91.9,0,0.0,0,0.0,WR,AddiJo00"
"49,Jayden Daniels,57,22,10,0,Sun,9,9,2025-11-02,24-319,WAS,,SEA,L 14-38,16,22,6,72.7,153,0,1,0,0.0,4.5,72.7,4,20,15.38,7.0,4.91,3.38,9.6,46.2,10,51,5.1,1,2,50.0,0,0,0,,0,,,0,,57,87.7,0,0.0,0,0.0,QB,DaniJa02"
"50,Jaxson Dart,57,33,8,0,Sun,9,9,2025-11-02,22-173,NYG,,SFO,L 24-34,24,33,9,72.7,191,2,0,0,6.1,0.0,107.0,2,12,5.71,5.8,7.00,6.26,8.0,40.0,8,56,7.0,1,5,75.0,0,0,0,,0,,,0,,57,100.0,0,0.0,0,0.0,QB,DartJa00"
"51,Andrei Iosivas,57,0,1,7,Sun,9,9,2025-11-02,26-018,CIN,,CHI,L 42-47,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,4,4.0,0,0,100.0,7,5,66,13.2,1,71.4,9.4,3,42.9,57,83.8,0,0.0,0,0.0,WR,IosiAn00"
"52,George Kittle,57,0,1,4,Sun,9,9,2025-11-02,32-024,SFO,@,NYG,W 34-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-3,-3.0,0,0,0.0,4,4,32,8.0,0,100.0,8.0,2,75.0,57,86.4,0,0.0,0,0.0,TE,KittGe00"
"53,Christian McCaffrey,57,0,28,6,Sun,9,9,2025-11-02,29-148,SFO,@,NYG,W 34-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,28,106,3.8,1,5,53.6,6,5,67,13.4,1,83.3,11.2,3,50.0,57,86.4,0,0.0,1,3.3,RB,McCaCh01"
"54,Jakobi Meyers,57,0,0,6,Sun,8,9,2025-11-02,28-358,LVR,,JAX,L 29-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,23,5.8,0,66.7,3.8,1,66.7,57,89.1,0,0.0,0,0.0,WR,MeyeJa01"
"55,Wan'Dale Robinson,57,0,0,11,Sun,9,9,2025-11-02,24-301,NYG,,SFO,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,9,46,5.1,0,81.8,4.2,1,36.4,57,100.0,0,0.0,0,0.0,WR,RobiWa01"
"56,Tee Higgins,56,0,0,9,Sun,9,9,2025-11-02,26-288,CIN,,CHI,L 42-47,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,7,121,17.3,2,77.8,13.4,6,77.8,56,82.4,0,0.0,0,0.0,WR,HiggTe00"
"57,Lamar Jackson,56,23,5,0,Thu,8,9,2025-10-30,28-296,BAL,@,MIA,W 28-6,18,23,5,78.3,204,4,0,0,17.4,0.0,143.2,2,16,8.00,8.9,12.35,10.72,11.3,56.0,5,14,2.8,0,1,20.0,0,0,0,,0,,,0,,56,100.0,0,0.0,0,0.0,QB,JackLa00"
"58,Darnell Mooney,56,0,0,2,Sun,8,9,2025-11-02,28-004,ATL,@,NWE,L 23-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,15,15.0,0,50.0,7.5,1,50.0,56,100.0,0,0.0,0,0.0,WR,MoonDa00"
"59,Michael Penix,56,37,2,0,Sun,8,9,2025-11-02,25-178,ATL,@,NWE,L 23-24,22,37,15,59.5,221,3,0,0,8.1,0.0,103.5,1,4,2.63,6.0,7.59,7.29,10.0,39.5,2,19,9.5,0,1,100.0,0,0,0,,0,,,0,,56,100.0,0,0.0,0,0.0,QB,PeniMi00"
"60,Travis Kelce,55,0,0,5,Sun,9,9,2025-11-02,36-028,KAN,@,BUF,L 21-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,66,16.5,0,80.0,13.2,3,80.0,55,91.7,0,0.0,0,0.0,TE,KelcTr00"
"61,Drake London,55,0,0,14,Sun,8,9,2025-11-02,24-101,ATL,@,NWE,L 23-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,14,9,118,13.1,3,64.3,8.4,8,64.3,55,98.2,0,0.0,0,0.0,WR,LondDr00"
"62,Kyren Williams,55,0,25,0,Sun,8,9,2025-11-02,25-068,LAR,,NOR,W 34-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,25,114,4.6,1,9,68.0,0,0,0,,0,,,0,,55,68.8,0,0.0,0,0.0,RB,WillKy02"
"63,Bijan Robinson,54,0,12,10,Sun,8,9,2025-11-02,23-276,ATL,@,NWE,L 23-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,12,46,3.8,0,2,58.3,10,8,50,6.3,0,80.0,5.0,3,40.0,54,96.4,0,0.0,0,0.0,RB,RobiBi01"
"64,Hunter Long,53,0,0,3,Sun,8,9,2025-11-02,27-075,JAX,@,LVR,W 30-29 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,6,6.0,0,33.3,2.0,0,33.3,53,66.3,0,0.0,0,0.0,TE,LongHu00"
"65,Michael Mayer,53,0,0,7,Sun,8,9,2025-11-02,24-119,LVR,,JAX,L 29-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,26,8.7,0,42.9,3.7,3,42.9,53,82.8,0,0.0,5,20.0,TE,MayeMi00"
"66,Kyle Pitts,53,0,0,7,Sun,8,9,2025-11-02,25-027,ATL,@,NWE,L 23-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,38,9.5,0,57.1,5.4,1,14.3,53,94.6,0,0.0,0,0.0,TE,PittKy00"
"67,Brock Bowers,52,0,1,13,Sun,8,9,2025-11-02,22-324,LVR,,JAX,L 29-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,0,100.0,13,12,127,10.6,3,92.3,9.8,7,92.3,52,81.3,0,0.0,0,0.0,TE,BoweBr01"
"68,Josh Downs,52,0,0,9,Sun,9,9,2025-11-02,24-082,IND,@,PIT,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,57,9.5,1,66.7,6.3,5,66.7,52,66.7,0,0.0,5,17.9,WR,DownJo00"
"69,Oronde Gadsden II,52,0,0,5,Sun,9,9,2025-11-02,22-130,LAC,@,TEN,W 27-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,68,13.6,0,100.0,13.6,2,100.0,52,80.0,0,0.0,8,27.6,TE,GadsOr01"
"70,Jauan Jennings,52,0,0,5,Sun,9,9,2025-11-02,28-115,SFO,@,NYG,W 34-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,41,10.3,1,80.0,8.2,2,60.0,52,78.8,0,0.0,1,3.3,WR,JennJa00"
"71,Ray-Ray McCloud,52,0,0,1,Sun,9,9,2025-11-02,29-018,NYG,,SFO,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,5,5.0,0,100.0,5.0,0,100.0,52,91.2,0,0.0,0,0.0,WR,McClRa00"
"72,Brian Thomas,52,0,0,5,Sun,8,9,2025-11-02,23-025,JAX,@,LVR,W 30-29 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,55,18.3,0,60.0,11.0,2,40.0,52,65.0,0,0.0,0,0.0,WR,ThomBr06"
"73,TreVeyon Henderson,51,0,14,6,Sun,9,9,2025-11-02,23-011,NWE,,ATL,W 24-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,55,3.9,0,2,71.4,6,4,32,8.0,0,66.7,5.3,2,33.3,51,75.0,0,0.0,0,0.0,RB,HendTr02"
"74,Hunter Henry,51,0,0,6,Sun,9,9,2025-11-02,30-330,NWE,,ATL,W 24-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,51,12.8,0,66.7,8.5,4,66.7,51,75.0,0,0.0,0,0.0,TE,HenrHu00"
"75,D.K. Metcalf,51,0,0,4,Sun,8,9,2025-11-02,27-323,PIT,,IND,W 27-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,6,3.0,0,50.0,1.5,0,25.0,51,82.3,0,0.0,2,7.1,WR,MetcDK00"
"76,Darius Slayton,51,0,0,7,Sun,9,9,2025-11-02,28-294,NYG,,SFO,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,62,12.4,0,71.4,8.9,2,57.1,51,89.5,0,0.0,0,0.0,WR,SlayDa01"
"77,Jaylen Waddle,51,0,0,9,Thu,9,9,2025-10-30,26-339,MIA,,BAL,L 6-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,82,13.7,0,66.7,9.1,4,55.6,51,79.7,0,0.0,0,0.0,WR,WaddJa00"
"78,Olamide Zaccheaus,51,0,0,8,Sun,8,9,2025-11-02,28-102,CHI,@,CIN,W 47-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,58,9.7,1,75.0,7.3,4,62.5,51,63.8,0,0.0,1,2.8,WR,ZaccOl01"
"79,James Cook,50,0,27,1,Sun,8,9,2025-11-02,26-038,BUF,,KAN,W 28-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,27,114,4.2,0,4,44.4,1,1,11,11.0,0,100.0,11.0,1,100.0,50,75.8,0,0.0,0,0.0,RB,CookJa01"
"80,Troy Franklin,50,0,2,10,Sun,9,9,2025-11-02,22-269,DEN,@,HOU,W 18-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,-4,-2.0,0,1,50.0,10,4,27,6.8,0,40.0,2.7,1,20.0,50,79.4,0,0.0,0,0.0,WR,FranTr00"
"81,Davis Mills,50,30,2,0,Sun,8,9,2025-11-02,27-012,HOU,,DEN,L 15-18,17,30,13,56.7,137,0,0,0,0.0,0.0,68.3,2,16,6.25,4.6,4.57,3.78,8.1,28.1,2,7,3.5,0,0,50.0,0,0,0,,0,,,0,,50,68.5,0,0.0,0,0.0,QB,MillDa02"
"82,Xavier Worthy,50,0,1,7,Sun,9,9,2025-11-02,22-189,KAN,@,BUF,L 21-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,7,7.0,0,0,100.0,7,3,23,7.7,0,42.9,3.3,1,14.3,50,83.3,0,0.0,0,0.0,WR,WortXa00"
"83,Theo Johnson,49,0,0,6,Sun,9,9,2025-11-02,24-249,NYG,,SFO,L 24-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,27,9.0,1,50.0,4.5,1,16.7,49,86.0,0,0.0,0,0.0,TE,JohnTh00"
"84,Tetairoa McMillan,49,0,0,6,Sun,9,9,2025-11-02,22-211,CAR,@,GNB,W 16-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,46,11.5,0,66.7,7.7,3,50.0,49,84.5,0,0.0,0,0.0,WR,McMiTe00"
"85,Rashee Rice,49,0,2,7,Sun,9,9,2025-11-02,25-194,KAN,@,BUF,L 21-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,6,3.0,1,2,100.0,7,4,80,20.0,0,57.1,11.4,4,57.1,49,81.7,0,0.0,0,0.0,WR,RiceRa01"
"86,Davante Adams,48,0,0,7,Sun,8,9,2025-11-02,32-313,LAR,,NOR,W 34-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,60,12.0,2,71.4,8.6,5,71.4,48,60.0,0,0.0,0,0.0,WR,AdamDa01"
