Rank,Player,Team,Pos.,Age,PPR,STD,PassYds,PassTD,Int,Rec,RecYds,RecTD,RushAtt,RushYds,RushTD
245,Jordan James,SFO,RB,0,21.0,21.0,0,0.0,0.0,0,0,0.0,56,210,0.0
246,Jordan Love,GNB,QB,0,260.8,260.88,3722,28.0,7.0,0,0,0.0,7,0,0.0
247,Jordan Mason,MIN,RB,0,166.6,166.60000000000005,0,0.0,0.0,0,0,0.0,210,826,14.0
248,Jordan Whittington,LAR,WR,0,25.2,11.200000000000001,0,0.0,0.0,14,112,0.0,0,0,0.0
249,Josh Allen,BUF,QB,0,534.9,535.08,4077,35.0,0.0,0,0,0.0,140,640,28.0
250,Josh Cameron,JAX,WR,0,70.0,56.0,0,0.0,0.0,14,140,7.0,0,0,0.0
251,Josh Cuevas,BAL,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
252,Josh Downs,IND,WR,0,142.2,76.2,0,0.0,0.0,66,762,0.0,0,0,0.0
253,Josh Oliver,MIN,TE,0,51.2,32.2,0,0.0,0.0,19,322,0.0,0,0,0.0
254,Josh Palmer,BUF,WR,0,151.7,137.70000000000002,0,0.0,0.0,14,537,14.0,0,0,0.0
255,Josh Whyle,GNB,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
256,Josh Williams,TAM,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
257,Julius Chestnut,TEN,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
258,Justice Hill,BAL,RB,0,52.2,32.2,0,0.0,0.0,20,154,0.0,56,168,0.0
259,Justin Fields,KAN,QB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
260,Justin Herbert,LAC,QB,0,189.7,190.01999999999995,2808,14.0,21.0,0,0,0.0,56,217,0.0
261,Justin Jefferson,MIN,WR,0,263.9,186.90000000000003,0,0.0,0.0,77,1029,14.0,0,0,0.0
262,Juwan Johnson,NOR,TE,0,176.0,126.0,0,0.0,0.0,50,840,7.0,0,0,0.0
263,KC Concepcion,CLE,WR,0,126.0,56.0,0,0.0,0.0,70,496,0.0,28,64,0.0
264,KaVontae Turpin,DAL,WR,0,13.1,6.100000000000001,0,0.0,0.0,7,56,0.0,7,5,0.0
265,Kaden Davis,CHI,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
266,Kaden Wetjen,PIT,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
267,Kaelon Black,SFO,RB,0,75.8,66.8,0,0.0,0.0,9,38,0.0,144,630,0.0
268,Kaleb Johnson,GNB,RB,0,22.5,22.500000000000004,0,0.0,0.0,0,0,0.0,56,225,0.0
269,Kalif Raymond,CHI,WR,0,178.9,86.9,0,0.0,0.0,92,869,0.0,0,0,0.0
270,Kameron Johnson,TAM,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
271,Kayshon Boutte,HOU,WR,0,68.6,40.59999999999999,0,0.0,0.0,28,406,0.0,0,0,0.0
272,Kaytron Allen,WSH,RB,0,28.0,28.0,0,0.0,0.0,0,0,0.0,62,280,0.0
273,KeAndre Lambert-Smith,LAC,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
274,Keaton Mitchell,LAC,RB,0,41.7,33.699999999999996,0,0.0,0.0,8,106,0.0,62,231,0.0
275,Keenan Allen,IND,WR,0,74.9,25.9,0,0.0,0.0,49,259,0.0,0,0,0.0
276,Keleki Latu,BUF,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
277,Kendre Miller,NOR,RB,0,126.0,126.0,0,0.0,0.0,0,0,0.0,126,420,14.0
278,Kendrick Bourne,ARI,WR,0,130.4,60.39999999999999,0,0.0,0.0,70,604,0.0,0,0,0.0
279,Kenneth Gainwell,TAM,RB,0,51.2,23.199999999999996,0,0.0,0.0,28,56,0.0,48,176,0.0
280,Kenneth Walker III,KAN,RB,0,405.4,342.40000000000003,0,0.0,0.0,63,553,7.0,332,2031,7.0
281,Kenny Pickett,CAR,QB,0,14.0,14.0,0,0.0,0.0,0,0,0.0,14,140,0.0
282,Kenyon Sadiq,NYJ,TE,0,98.7,70.69999999999999,0,0.0,0.0,28,266,0.0,8,21,7.0
283,Keon Coleman,BUF,WR,0,95.8,44.800000000000004,0,0.0,0.0,51,448,0.0,0,0,0.0
284,Kevin Austin,NOR,WR,0,11.6,4.599999999999999,0,0.0,0.0,7,46,0.0,0,0,0.0
285,Kevin Coleman,MIA,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
286,KhaDarel Hodge,SFO,WR,0,16.6,12.600000000000003,0,0.0,0.0,4,126,0.0,0,0,0.0
287,Khalil Shakir,BUF,WR,0,117.6,61.59999999999999,0,0.0,0.0,56,616,0.0,0,0,0.0
288,Kimani Vidal,LAC,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
289,Kirk Cousins,LVR,QB,0,280.0,280.26,2889,42.0,21.0,0,0,0.0,63,0,0.0
290,Ko Kieft,TAM,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
291,Konata Mumpfield,LAR,WR,0,15.4,8.399999999999999,0,0.0,0.0,7,84,0.0,0,0,0.0
292,Kyle Juszczyk,SFO,FB,0,74.9,60.89999999999999,0,0.0,0.0,14,189,7.0,0,0,0.0
293,Kyle Monangai,CHI,RB,0,197.4,169.4,0,0.0,0.0,28,244,0.0,140,1030,7.0
294,Kyle Pitts,ATL,TE,0,17.3,10.3,0,0.0,0.0,7,103,0.0,0,0,0.0
295,Kyle Williams,NWE,WR,0,15.0,7.0,0,0.0,0.0,8,70,0.0,0,0,0.0
296,Kylen Granson,TEN,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
297,Kyler Murray,MIN,QB,0,22.4,22.68000000000001,252,0.0,14.0,0,0,0.0,28,126,0.0
298,Kyren Williams,LAR,RB,0,234.3,197.29999999999995,0,0.0,0.0,37,252,7.0,161,881,7.0
299,LaJohntay Wester,BAL,WR,0,48.2,20.2,0,0.0,0.0,28,202,0.0,0,0,0.0
300,Ladd McConkey,LAC,WR,0,179.8,123.8,0,0.0,0.0,56,818,7.0,0,0,0.0
301,Lamar Jackson,BAL,QB,0,306.3,306.11999999999995,3908,14.0,7.0,0,0,0.0,81,518,7.0
302,Lan Larison,NWE,RB,0,40.6,12.600000000000003,0,0.0,0.0,28,126,0.0,0,0,0.0
303,Laquon Treadwell,IND,WR,0,62.4,42.400000000000006,0,0.0,0.0,20,424,0.0,0,0,0.0
304,LeQuint Allen,JAX,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
305,Lewis Bond,HOU,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
306,Lil'Jordan Humphrey,DEN,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
307,Luke Farrell,SFO,TE,0,27.2,13.200000000000001,0,0.0,0.0,14,132,0.0,0,0,0.0
308,Luke Schoonmaker,DAL,TE,0,18.4,8.399999999999999,0,0.0,0.0,10,84,0.0,0,0,0.0
309,Luther Burden,CHI,WR,0,124.0,67.99999999999999,0,0.0,0.0,56,666,0.0,11,14,0.0
310,Mac Jones,SFO,QB,0,-2.8,-2.8000000000000003,0,0.0,0.0,0,0,0.0,28,0,0.0
311,Mack Hollins,NWE,WR,0,90.1,48.099999999999994,0,0.0,0.0,42,481,0.0,0,0,0.0
312,Makai Lemon,PHI,WR,0,30.9,2.9,0,0.0,0.0,28,65,0.0,6,0,0.0
313,Malachi Corley,CLE,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
314,Malachi Fields,NYG,WR,0,66.4,38.400000000000006,0,0.0,0.0,28,384,0.0,0,0,0.0
315,Malik Benson,LVR,WR,0,7.6,-1.400000000000001,0,0.0,0.0,9,42,0.0,9,0,0.0
316,Malik Nabers,NYG,WR,0,101.2,49.2,0,0.0,0.0,52,492,0.0,0,0,0.0
317,Malik Washington,MIA,WR,0,118.0,70.0,0,0.0,0.0,48,672,0.0,6,28,0.0
318,Malik Willis,MIA,QB,0,218.7,218.44000000000003,2921,7.0,7.0,0,0,0.0,56,316,7.0
319,MarShawn Lloyd,GNB,RB,0,100.0,86.0,0,0.0,0.0,14,42,7.0,135,398,0.0
320,Marcus Mariota,WSH,QB,0,121.8,122.35999999999997,1554,14.0,0.0,0,0,0.0,14,42,0.0
321,Mark Andrews,BAL,TE,0,138.6,68.6,0,0.0,0.0,70,686,0.0,0,0,0.0
322,Mark Redman,GNB,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
323,Marlin Klein,HOU,TE,0,19.2,11.200000000000001,0,0.0,0.0,8,112,0.0,0,0,0.0
324,Marquise Brown,PHI,WR,0,16.8,16.799999999999997,0,0.0,0.0,0,0,0.0,28,168,0.0
325,Marvin Harrison Jr.,ARI,WR,0,32.0,22.999999999999996,0,0.0,0.0,9,230,0.0,0,0,0.0
326,Marvin Mims,DEN,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
327,Mason Rudolph,PIT,QB,0,4.2,4.199999999999999,0,0.0,0.0,0,0,0.0,14,42,0.0
328,Mason Taylor,NYJ,TE,0,12.6,-1.4000000000000001,0,0.0,0.0,14,0,0.0,0,0,0.0
329,Matthew Golden,GNB,WR,0,177.1,107.1,0,0.0,0.0,70,1071,0.0,0,0,0.0
330,Matthew Hibner,BAL,TE,0,14.0,8.999999999999998,0,0.0,0.0,5,90,0.0,0,0,0.0
331,Matthew Stafford,LAR,QB,0,244.7,244.71999999999997,3383,27.7,14.0,0,0,0.0,42,0,0.0
332,Max Bredeson,MIN,FB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
333,Max Klare,LAR,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
334,Michael Burton,CLE,FB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
335,Michael Mayer,LVR,TE,0,101.3,38.300000000000004,0,0.0,0.0,63,383,0.0,0,0,0.0
336,Michael Pittman Jr.,PIT,WR,0,123.2,81.19999999999997,0,0.0,0.0,42,812,0.0,0,0,0.0
337,Michael Wilson,ARI,WR,0,107.8,51.80000000000001,0,0.0,0.0,56,518,0.0,0,0,0.0
338,Mike Evans,SFO,WR,0,177.4,114.40000000000002,0,0.0,0.0,63,724,7.0,0,0,0.0
339,Mike Gesicki,CIN,TE,0,132.6,96.6,0,0.0,0.0,36,546,7.0,0,0,0.0
340,Mike Washington Jr.,LVR,RB,0,33.4,33.39999999999999,0,0.0,0.0,0,0,0.0,70,334,0.0
341,Mitchell Evans,CAR,TE,0,29.4,15.399999999999997,0,0.0,0.0,14,154,0.0,0,0,0.0
342,Mo Alie-Cox,IND,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
343,Montorie Foster,SEA,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
344,Myles Price,MIN,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
345,Najee Harris,NYG,RB,0,8.4,8.399999999999999,0,0.0,0.0,0,0,0.0,56,84,0.0
346,Nate Adkins,DEN,TE,0,85.8,68.8,0,0.0,0.0,17,226,7.0,8,42,0.0
347,Nate Boerkircher,JAX,TE,0,14.3,6.300000000000001,0,0.0,0.0,8,63,0.0,0,0,0.0
348,Nicholas Singleton,TEN,RB,0,14.0,14.0,0,0.0,0.0,0,0,0.0,56,140,0.0
349,Nick Kallerup,SEA,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
350,Nick Mullens,JAX,QB,0,-4.2,-4.199999999999999,0,0.0,0.0,0,0,0.0,42,0,0.0
351,Nick Muse,ATL,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
352,Nico Collins,HOU,WR,0,296.8,198.79999999999995,0,0.0,0.0,98,1050,14.0,14,98,0.0
353,Nikko Remigio,KAN,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
354,Noah Fant,NOR,TE,0,93.2,65.20000000000002,0,0.0,0.0,28,232,7.0,0,0,0.0
355,Noah Gray,KAN,TE,0,3.6,3.5999999999999996,0,0.0,0.0,0,36,0.0,0,0,0.0
356,Odell Beckham Jr.,NYG,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
357,Olamide Zaccheaus,ATL,WR,0,19.6,5.6000000000000005,0,0.0,0.0,14,56,0.0,0,0,0.0
358,Ollie Gordon,MIA,RB,0,4.8,4.799999999999999,0,0.0,0.0,0,0,0.0,23,48,0.0
359,Omar Cooper,NYJ,WR,0,56.0,42.0,0,0.0,0.0,14,420,0.0,0,0,0.0
360,Omarion Hampton,LAC,RB,0,208.9,194.90000000000003,0,0.0,0.0,14,150,0.0,244,959,14.0
361,Oronde Gadsden II,LAC,TE,0,105.0,77.0,0,0.0,0.0,28,350,7.0,0,0,0.0
362,Oscar Delp,NOR,TE,0,25.2,11.200000000000001,0,0.0,0.0,14,112,0.0,0,0,0.0
363,Parker Washington,JAX,WR,0,252.6,168.59999999999997,0,0.0,0.0,84,1266,7.0,0,0,0.0
364,Pat Bryant,DEN,WR,0,68.5,40.49999999999999,0,0.0,0.0,28,293,0.0,7,112,0.0
365,Pat Freiermuth,PIT,TE,0,154.0,98.0,0,0.0,0.0,56,546,7.0,8,14,0.0
366,Patrick Mahomes,KAN,QB,0,368.3,368.28,3957,35.0,7.0,0,0,0.0,62,280,7.0
367,Patrick Ricard,NYG,FB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
368,Payne Durham,TAM,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
369,Puka Nacua,LAR,WR,0,173.6,103.60000000000002,0,0.0,0.0,70,1036,0.0,0,0,0.0
370,Quentin Johnston,LAC,WR,0,47.0,22.0,0,0.0,0.0,25,168,0.0,7,52,0.0
371,Quinshon Judkins,CLE,RB,0,116.6,68.6,0,0.0,0.0,48,308,0.0,168,378,0.0
372,Quintin Morris,JAX,TE,0,4.8,4.799999999999999,0,0.0,0.0,0,48,0.0,0,0,0.0
373,RJ Harvey,DEN,RB,0,113.4,57.40000000000001,0,0.0,0.0,56,322,0.0,42,252,0.0
374,Rachaad White,WSH,RB,0,133.0,76.99999999999999,0,0.0,0.0,56,316,0.0,98,454,0.0
375,Raheim Sanders,CLE,RB,0,53.8,25.800000000000004,0,0.0,0.0,28,224,0.0,21,34,0.0
376,Rashee Rice,KAN,WR,0,155.1,113.1,0,0.0,0.0,42,711,7.0,0,0,0.0
377,Rasheen Ali,BAL,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
378,Rashid Shaheed,SEA,WR,0,57.9,29.900000000000006,0,0.0,0.0,28,271,0.0,5,28,0.0
379,Rashod Bateman,BAL,WR,0,156.8,103.80000000000001,0,0.0,0.0,53,618,7.0,0,0,0.0
380,Ray Davis,BUF,RB,0,2.3,2.3000000000000003,0,0.0,0.0,0,0,0.0,10,23,0.0
381,Reggie Gilliam,NWE,FB,0,6.8,2.8000000000000003,0,0.0,0.0,4,28,0.0,0,0,0.0
382,Rhamondre Stevenson,NWE,RB,0,140.7,98.69999999999999,0,0.0,0.0,42,329,0.0,168,658,0.0
383,Rico Dowdle,PIT,RB,0,73.6,45.599999999999994,0,0.0,0.0,28,196,0.0,105,260,0.0
384,Riley Nowakowski,PIT,FB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
385,Robert Tonyan,PIT,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
386,Roman Wilson,PIT,WR,0,93.8,37.800000000000004,0,0.0,0.0,56,378,0.0,0,0,0.0
387,Rome Odunze,CHI,WR,0,99.4,66.4,0,0.0,0.0,33,664,0.0,0,0,0.0
388,Romeo Doubs,NWE,WR,0,89.4,67.39999999999999,0,0.0,0.0,22,674,0.0,0,0,0.0
389,Ronnie Rivers,LAR,RB,0,20.8,16.8,0,0.0,0.0,4,35,0.0,35,133,0.0
390,Roschon Johnson,CHI,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
391,Ryan Flournoy,DAL,WR,0,80.7,31.7,0,0.0,0.0,49,317,0.0,0,0,0.0
392,Ryan Miller,MIA,WR,0,99.0,96.0,0,0.0,0.0,3,540,7.0,0,0,0.0
393,Sam Darnold,SEA,QB,0,7.0,7.279999999999998,182,0.0,0.0,0,0,0.0,0,0,0.0
394,Sam LaPorta,DET,TE,0,188.0,112.0,0,0.0,0.0,76,700,7.0,0,0,0.0
395,Sam Roush,CHI,TE,0,14.1,6.1000000000000005,0,0.0,0.0,8,61,0.0,0,0,0.0
396,Samaje Perine,CIN,RB,0,78.4,50.40000000000001,0,0.0,0.0,28,322,0.0,48,182,0.0
397,Saquon Barkley,PHI,RB,0,84.2,70.19999999999999,0,0.0,0.0,14,56,0.0,133,646,0.0
398,Sean Tucker,TAM,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
399,Seth McGowan,IND,RB,0,6.0,0.0,0,0.0,0.0,6,0,0.0,14,0,0.0
400,Seydou Traore,MIA,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
401,Simi Fehoko,ARI,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
402,Sione Vaki,DET,RB,0,40.6,26.599999999999994,0,0.0,0.0,14,168,0.0,22,98,0.0
403,Skyy Moore,GNB,WR,0,18.2,4.199999999999999,0,0.0,0.0,14,42,0.0,0,0,0.0
404,Stefon Diggs,WSH,WR,0,258.4,197.39999999999995,0,0.0,0.0,61,714,21.0,0,0,0.0
405,Stetson Bennett,LAR,QB,0,19.6,19.880000000000003,182,0.0,0.0,0,0,0.0,14,126,0.0
406,T.J. Hockenson,MIN,TE,0,137.6,87.6,0,0.0,0.0,50,456,7.0,0,0,0.0
407,Tahj Brooks,CIN,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
408,Tai Felton,MIN,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
409,Tank Bigsby,PHI,RB,0,84.7,70.69999999999999,0,0.0,0.0,14,35,0.0,98,252,7.0
410,Tanner Arkin,NWE,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
411,Tanner Hudson,CIN,TE,0,19.6,5.6000000000000005,0,0.0,0.0,14,56,0.0,0,0,0.0
412,Tay Martin,DET,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
413,Ted Hurst,TAM,WR,0,78.9,43.90000000000001,0,0.0,0.0,35,439,0.0,0,0,0.0
414,Tee Higgins,CIN,WR,0,163.9,107.90000000000002,0,0.0,0.0,56,1079,0.0,0,0,0.0
415,Terrance Ferguson,LAR,TE,0,121.8,79.80000000000001,0,0.0,0.0,42,378,7.0,0,0,0.0
416,Terry McLaurin,WSH,WR,0,72.8,44.800000000000004,0,0.0,0.0,28,448,0.0,0,0,0.0
417,Tetairoa McMillan,CAR,WR,0,193.2,123.19999999999997,0,0.0,0.0,70,1232,0.0,0,0,0.0
418,Tez Johnson,TAM,WR,0,38.7,31.700000000000003,0,0.0,0.0,7,345,0.0,7,0,0.0
419,Theo Johnson,NYG,TE,0,14.3,6.300000000000001,0,0.0,0.0,8,63,0.0,0,0,0.0
420,Tom Kennedy,DET,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
421,Tommy Tremble,CAR,TE,0,48.2,20.2,0,0.0,0.0,28,202,0.0,0,0,0.0
422,Tony Pollard,TEN,RB,0,83.4,69.39999999999999,0,0.0,0.0,14,0,0.0,149,694,0.0
423,Tory Horton,SEA,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
424,Travis Etienne,NOR,RB,0,137.1,76.10000000000001,0,0.0,0.0,61,266,0.0,119,495,0.0
425,Travis Homer,PIT,RB,0,22.4,22.400000000000002,0,0.0,0.0,0,0,0.0,28,224,0.0
426,Travis Hunter,JAX,WR,0,16.0,7.999999999999998,0,0.0,0.0,8,56,0.0,11,24,0.0
427,Travis Kelce,KAN,TE,0,246.5,162.49999999999997,0,0.0,0.0,84,1205,7.0,0,0,0.0
428,Tre Harris,LAC,WR,0,78.9,50.90000000000001,0,0.0,0.0,28,509,0.0,0,0,0.0
429,Tre Tucker,LVR,WR,0,197.6,144.6,0,0.0,0.0,53,1026,7.0,0,0,0.0
430,TreVeyon Henderson,NWE,RB,0,190.4,190.39999999999995,0,0.0,0.0,0,0,0.0,224,1064,14.0
431,Trevor Lawrence,JAX,QB,0,240.3,240.29999999999998,3040,28.1,7.0,0,0,0.0,28,63,0.0
432,Trey McBride,ARI,TE,0,302.3,179.3,0,0.0,0.0,123,953,14.0,0,0,0.0
433,Treylon Burks,WSH,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
434,Treyton Welch,NOR,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
435,Troy Franklin,DEN,WR,0,28.5,22.499999999999996,0,0.0,0.0,6,188,0.0,4,37,0.0
436,Tucker Kraft,GNB,TE,0,93.9,55.9,0,0.0,0.0,38,559,0.0,0,0,0.0
437,Tutu Atwell,LAR,WR,0,40.6,26.599999999999994,0,0.0,0.0,14,266,0.0,0,0,0.0
438,Tyjae Spears,TEN,RB,0,93.9,65.90000000000002,0,0.0,0.0,28,289,0.0,70,370,0.0
439,Tylan Wallace,CLE,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
440,Tyler Allgeier,ARI,RB,0,90.2,62.199999999999996,0,0.0,0.0,28,126,0.0,154,496,0.0
441,Tyler Badie,DEN,RB,0,68.6,40.59999999999999,0,0.0,0.0,28,392,0.0,14,14,0.0
442,Tyler Conklin,DET,TE,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
443,Tyler Higbee,LAR,TE,0,22.4,8.399999999999999,0,0.0,0.0,14,84,0.0,0,0,0.0
444,Tyler Shough,NOR,QB,0,361.1,361.11999999999995,4633,28.0,14.0,0,0,0.0,92,218,7.0
445,Tyler Warren,IND,TE,0,168.9,109.90000000000002,0,0.0,0.0,59,238,14.0,7,21,0.0
446,Tyquan Thornton,KAN,WR,0,87.9,59.89999999999999,0,0.0,0.0,28,599,0.0,0,0,0.0
447,Tyrone Tracy Jr.,NYG,RB,0,9.8,9.799999999999999,0,0.0,0.0,0,0,0.0,14,98,0.0
448,Tyson Bagent,CHI,QB,0,30.8,30.240000000000002,756,0.0,0.0,0,0,0.0,0,0,0.0
449,Velus Jones Jr.,SEA,RB,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
450,Wan'Dale Robinson,TEN,WR,0,74.7,32.699999999999996,0,0.0,0.0,42,327,0.0,0,0,0.0
451,Will Kacmarek,MIA,TE,0,2.8,2.8000000000000003,0,0.0,0.0,0,28,0.0,0,0,0.0
452,Will Shipley,PHI,RB,0,49.8,28.800000000000004,0,0.0,0.0,21,92,0.0,62,196,0.0
453,Woody Marks,HOU,RB,0,94.6,52.599999999999994,0,0.0,0.0,42,175,0.0,119,351,0.0
454,Xavier Hutchinson,HOU,WR,0,90.2,48.199999999999996,0,0.0,0.0,42,482,0.0,0,0,0.0
455,Xavier Legette,CAR,WR,0,58.2,44.20000000000001,0,0.0,0.0,14,442,0.0,0,0,0.0
456,Xavier Smith,LAR,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
457,Xavier Worthy,KAN,WR,0,128.0,72.0,0,0.0,0.0,56,300,7.0,0,0,0.0
458,Zachariah Branch,ATL,WR,0,23.8,9.799999999999999,0,0.0,0.0,14,98,0.0,0,0,0.0
459,Zavion Thomas,CHI,WR,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
460,Zay Flowers,BAL,WR,0,364.0,294.0,0,0.0,0.0,70,2100,14.0,0,0,0.0
461,Zonovan Knight,ARI,RB,0,16.8,16.799999999999997,0,0.0,0.0,0,0,0.0,14,168,0.0
