"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"11,Jonathan Taylor,70,0,32,3,Sun,10,10,2025-11-09,26-294,IND,,ATL,W 31-25 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,32,244,7.6,3,11,65.6,3,3,42,14.0,0,100.0,14.0,2,100.0,70,90.9,0,0.0,0,0.0,RB,TaylJo02"
"12,Michael Wilson,70,0,0,7,Sun,9,10,2025-11-09,25-259,ARI,@,SEA,L 22-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,34,8.5,0,57.1,4.9,1,42.9,70,92.1,0,0.0,0,0.0,WR,WilsMi02"
"13,Marvin Harrison Jr.,69,0,0,12,Sun,9,10,2025-11-09,23-090,ARI,@,SEA,L 22-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,3,33,11.0,1,25.0,2.8,3,25.0,69,90.8,0,0.0,0,0.0,WR,HarrMa09"
"14,Baker Mayfield,69,43,0,0,Sun,9,10,2025-11-09,30-209,TAM,,NWE,L 23-28,28,43,15,65.1,273,3,0,0,7.0,0.0,106.1,2,15,4.44,6.3,7.74,7.07,9.8,46.7,0,0,,0,0,,0,0,0,,0,,,0,,69,100.0,0,0.0,0,0.0,QB,MayfBa00"
"15,Matthew Stafford,69,36,3,0,Sun,9,10,2025-11-09,37-275,LAR,@,SFO,W 42-26,24,36,12,66.7,280,4,0,0,11.1,0.0,127.1,1,5,2.70,7.8,10.00,9.59,11.7,62.2,3,-3,-1.0,0,0,0.0,0,0,0,,0,,,0,,69,100.0,0,0.0,0,0.0,QB,StafMa00"
"16,Jordan Love,68,36,5,0,Mon,9,10,2025-11-10,27-008,GNB,,PHI,L 7-10,20,36,16,55.6,176,0,0,0,0.0,0.0,68.7,3,19,7.69,4.9,4.89,4.03,8.8,38.5,5,28,5.6,0,2,40.0,0,0,0,,0,,,0,,68,100.0,0,0.0,0,0.0,QB,LoveJo03"
"17,Kimani Vidal,68,0,25,1,Sun,10,10,2025-11-09,24-073,LAC,,PIT,W 25-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,25,95,3.8,1,9,52.0,1,1,13,13.0,0,100.0,13.0,0,100.0,68,93.2,0,0.0,0,0.0,RB,VidaKi00"
"18,Tyler Warren,68,0,0,10,Sun,10,10,2025-11-09,23-169,IND,,ATL,W 31-25 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,8,99,12.4,0,80.0,9.9,4,70.0,68,88.3,0,0.0,0,0.0,TE,WarrTy00"
"19,Caleb Williams,68,36,8,0,Sun,9,10,2025-11-09,23-356,CHI,,NYG,W 24-20,20,36,16,55.6,220,1,0,0,2.8,0.0,83.1,0,0,0.00,6.1,6.67,6.67,11.0,41.7,8,63,7.9,1,3,62.5,0,0,0,,0,,,0,,68,100.0,0,0.0,0,0.0,QB,WillCa03"
"20,Nico Collins,67,0,0,15,Sun,9,10,2025-11-09,26-235,HOU,,JAX,W 36-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,15,7,136,19.4,0,46.7,9.1,5,46.7,67,89.3,0,0.0,0,0.0,WR,CollNi00"
"21,Cade Otton,67,0,0,12,Sun,9,10,2025-11-09,26-208,TAM,,NWE,L 23-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,9,82,9.1,0,75.0,6.8,3,58.3,67,97.1,0,0.0,1,3.7,TE,OttoCa00"
"22,Josh Allen,65,40,4,0,Sun,9,10,2025-11-09,29-172,BUF,@,MIA,L 13-30,28,40,12,70.0,306,2,1,0,5.0,2.5,98.5,3,17,6.98,7.7,7.53,6.60,10.9,51.2,4,31,7.8,0,2,100.0,0,0,0,,0,,,0,,65,95.6,0,0.0,0,0.0,QB,AlleJo02"
"23,Justin Jefferson,65,0,0,12,Sun,9,10,2025-11-09,26-146,MIN,,BAL,L 19-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,4,37,9.3,0,33.3,3.1,3,25.0,65,100.0,0,0.0,0,0.0,WR,JeffJu00"
"24,J.J. McCarthy,65,42,5,0,Sun,9,10,2025-11-09,22-293,MIN,,BAL,L 19-27,20,42,22,47.6,248,1,2,0,2.4,4.8,54.5,1,3,2.33,5.9,4.24,4.07,12.4,39.5,5,48,9.6,0,1,20.0,0,0,0,,0,,,0,,65,100.0,0,0.0,0,0.0,QB,McCaJJ00"
"25,Trey McBride,64,0,0,13,Sun,9,10,2025-11-09,25-352,ARI,@,SEA,L 22-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,9,127,14.1,1,69.2,9.8,6,69.2,64,84.2,0,0.0,0,0.0,TE,McBrTr01"
"26,Jalen Hurts,63,26,5,0,Mon,9,10,2025-11-10,27-095,PHI,@,GNB,W 10-7,15,26,11,57.7,183,1,0,0,3.8,0.0,92.3,0,0,0.00,7.0,7.81,7.81,12.2,42.3,5,27,5.4,0,1,80.0,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,HurtJa00"
"27,Mac Jones,63,39,1,0,Sun,10,10,2025-11-09,27-065,SFO,,LAR,L 26-42,33,39,6,84.6,319,3,1,0,7.7,2.6,115.7,0,0,0.00,8.2,8.56,8.56,9.7,71.8,1,3,3.0,0,1,100.0,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,JoneMa05"
"28,Michael Penix,63,28,1,0,Sun,9,10,2025-11-09,25-185,ATL,@,IND,L 25-31 (OT),12,28,16,42.9,177,1,0,0,3.6,0.0,76.0,3,27,9.68,6.3,7.04,5.48,14.8,35.5,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,63,100.0,0,0.0,0,0.0,QB,PeniMi00"
"29,Jordan Addison,62,0,0,11,Sun,9,10,2025-11-09,23-286,MIN,,BAL,L 19-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,3,35,11.7,0,27.3,3.2,1,27.3,62,95.4,0,0.0,0,0.0,WR,AddiJo00"
"30,Trevor Lawrence,62,23,5,0,Sun,9,10,2025-11-09,26-034,JAX,@,HOU,L 29-36,13,23,10,56.5,158,1,1,0,4.3,4.3,74.2,5,39,17.86,6.9,5.78,3.36,12.2,39.3,5,35,7.0,0,2,60.0,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,LawrTr00"
"31,Drake London,62,0,0,8,Sun,9,10,2025-11-09,24-108,ATL,@,IND,L 25-31 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,104,17.3,1,75.0,13.0,6,75.0,62,98.4,0,0.0,0,0.0,WR,LondDr00"
"32,Michael Pittman Jr.,62,0,0,2,Sun,10,10,2025-11-09,28-035,IND,,ATL,W 31-25 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,19,9.5,0,100.0,9.5,0,50.0,62,80.5,0,0.0,0,0.0,WR,PittMi01"
"33,Emeka Egbuka,61,0,0,13,Sun,9,10,2025-11-09,23-026,TAM,,NWE,L 23-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,6,115,19.2,1,46.2,8.8,5,46.2,61,88.4,0,0.0,0,0.0,WR,EgbuEm01"
"34,Jared Goff,61,33,0,0,Sun,9,10,2025-11-09,31-026,DET,@,WAS,W 44-22,25,33,8,75.8,320,3,0,0,9.1,0.0,135.9,0,0,0.00,9.7,11.52,11.52,12.8,66.7,0,0,,0,0,,0,0,0,,0,,,0,,61,87.1,0,0.0,0,0.0,QB,GoffJa00"
"35,Drake Maye,61,31,7,0,Sun,10,10,2025-11-09,23-071,NWE,@,TAM,W 28-23,16,31,15,51.6,270,2,1,0,6.5,3.2,89.4,1,1,3.13,8.7,8.55,8.25,16.9,43.8,7,13,1.9,0,0,0.0,0,0,0,,0,,,0,,61,100.0,0,0.0,0,0.0,QB,MayeDr00"
"36,Bo Nix,61,28,5,0,Thu,10,10,2025-11-06,25-254,DEN,,LVR,W 10-7,16,28,12,57.1,150,1,2,0,3.6,7.1,54.2,1,9,3.45,5.4,2.86,2.45,9.4,41.4,5,-2,-0.4,0,2,40.0,0,0,0,,0,,,0,,61,100.0,0,0.0,0,0.0,QB,NixxBo00"
"37,Jameson Williams,61,0,0,7,Sun,9,10,2025-11-09,24-228,DET,@,WAS,W 44-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,6,119,19.8,1,85.7,17.0,6,85.7,61,87.1,0,0.0,1,3.7,WR,WillJa11"
"38,Quentin Johnston,60,0,0,10,Sun,10,10,2025-11-09,24-064,LAC,,PIT,W 25-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,5,42,8.4,0,50.0,4.2,2,40.0,60,82.2,0,0.0,0,0.0,WR,JohnQu02"
"39,Woody Marks,60,0,14,3,Sun,9,10,2025-11-09,24-315,HOU,,JAX,W 36-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,63,4.5,1,4,71.4,3,2,18,9.0,0,66.7,6.0,1,66.7,60,80.0,0,0.0,0,0.0,RB,MarkWo00"
"40,Tre Tucker,60,0,1,3,Thu,9,10,2025-11-06,24-243,LVR,@,DEN,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,7,7.0,0,0,100.0,3,2,28,14.0,0,66.7,9.3,1,33.3,60,100.0,0,0.0,0,0.0,WR,TuckTr00"
"41,T.J. Hockenson,59,0,0,2,Sun,9,10,2025-11-09,28-129,MIN,,BAL,L 19-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,8,4.0,0,100.0,4.0,0,50.0,59,90.8,0,0.0,0,0.0,TE,HockTJ00"
"42,Devaughn Vele,59,0,0,3,Sun,10,10,2025-11-09,27-332,NOR,@,CAR,W 17-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,15,15.0,0,33.3,5.0,0,0.0,59,86.8,0,0.0,0,0.0,WR,VeleDe00"
"43,Zay Flowers,58,0,1,6,Sun,9,10,2025-11-09,25-059,BAL,@,MIN,W 27-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,0,100.0,6,4,75,18.8,0,66.7,12.5,3,66.7,58,82.9,0,0.0,0,0.0,WR,FlowZa00"
"44,Jauan Jennings,58,0,0,9,Sun,10,10,2025-11-09,28-122,SFO,,LAR,L 26-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,71,11.8,1,66.7,7.9,4,66.7,58,92.1,0,0.0,0,0.0,WR,JennJa00"
"45,Kyle Pitts,58,0,0,5,Sun,9,10,2025-11-09,25-034,ATL,@,IND,L 25-31 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,38,19.0,0,40.0,7.6,2,40.0,58,92.1,0,0.0,0,0.0,TE,PittKy00"
"46,Dalton Schultz,58,0,0,11,Sun,9,10,2025-11-09,29-121,HOU,,JAX,W 36-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,7,53,7.6,1,63.6,4.8,5,63.6,58,77.3,0,0.0,0,0.0,TE,SchuDa00"
"47,DeVonta Smith,58,0,0,7,Mon,9,10,2025-11-10,26-361,PHI,@,GNB,W 10-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,69,17.3,1,57.1,9.9,3,42.9,58,92.1,0,0.0,0,0.0,WR,SmitDe07"
"48,Geno Smith,58,26,3,0,Thu,9,10,2025-11-06,35-027,LVR,@,DEN,L 7-10,16,26,10,61.5,143,0,1,0,0.0,3.8,60.3,6,29,18.75,5.5,3.77,2.16,8.9,31.3,3,7,2.3,0,1,33.3,0,0,0,,0,,,0,,58,96.7,0,0.0,0,0.0,QB,SmitGe00"
"49,Tez Johnson,57,0,0,5,Sun,9,10,2025-11-09,23-175,TAM,,NWE,L 23-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,42,10.5,2,80.0,8.4,3,80.0,57,82.6,0,0.0,0,0.0,WR,JohnTe03"
"50,George Kittle,57,0,0,9,Sun,10,10,2025-11-09,32-031,SFO,,LAR,L 26-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,9,84,9.3,1,100.0,9.3,4,66.7,57,90.5,0,0.0,0,0.0,TE,KittGe00"
"51,Darnell Mooney,57,0,0,8,Sun,9,10,2025-11-09,28-011,ATL,@,IND,L 25-31 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,1,17,17.0,0,12.5,2.1,1,12.5,57,90.5,0,0.0,0,0.0,WR,MoonDa00"
"52,Sam Darnold,56,12,3,0,Sun,9,10,2025-11-09,28-157,SEA,,ARI,W 44-22,10,12,2,83.3,178,1,1,0,8.3,8.3,111.8,1,4,7.69,14.8,12.75,11.46,17.8,53.8,3,-2,-0.7,0,0,0.0,0,0,0,,0,,,0,,56,90.3,0,0.0,0,0.0,QB,DarnSa00"
"53,Tyler Shough,56,27,4,0,Sun,10,10,2025-11-09,26-042,NOR,@,CAR,W 17-7,19,27,8,70.4,282,2,0,0,7.4,0.0,128.9,2,16,6.90,10.4,11.93,10.55,14.8,41.4,4,-3,-0.8,0,0,0.0,0,0,0,,0,,,0,,56,82.4,0,0.0,0,0.0,QB,ShouTy00"
"54,Christian Watson,56,0,0,4,Mon,9,10,2025-11-10,26-182,GNB,,PHI,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,45,22.5,0,50.0,11.3,2,50.0,56,82.4,0,0.0,0,0.0,WR,WatsCh00"
"55,Dallas Goedert,54,0,0,6,Mon,9,10,2025-11-10,30-311,PHI,@,GNB,W 10-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,43,10.8,0,66.7,7.2,3,66.7,54,85.7,0,0.0,0,0.0,TE,GoedDa00"
"56,Bijan Robinson,54,0,17,2,Sun,9,10,2025-11-09,23-283,ATL,@,IND,L 25-31 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,17,84,4.9,0,5,64.7,2,2,4,2.0,0,100.0,2.0,0,50.0,54,85.7,0,0.0,0,0.0,RB,RobiBi01"
"57,Amon-Ra St. Brown,54,0,0,8,Sun,9,10,2025-11-09,26-016,DET,@,WAS,W 44-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,58,11.6,1,62.5,7.3,4,50.0,54,77.1,0,0.0,1,3.7,WR,StxxAm00"
"58,Parker Washington,54,0,2,7,Sun,9,10,2025-11-09,23-233,JAX,@,HOU,L 29-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,-4,-2.0,0,0,50.0,7,3,33,11.0,1,42.9,4.7,2,42.9,54,87.1,0,0.0,2,7.7,WR,WashPa01"
"59,Daniel Bellinger,53,0,0,2,Sun,10,10,2025-11-09,25-048,NYG,@,CHI,L 20-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,8,8.0,0,50.0,4.0,0,50.0,53,72.6,0,0.0,12,50.0,TE,BellDa00"
"60,Hunter Henry,53,0,0,4,Sun,10,10,2025-11-09,30-337,NWE,@,TAM,W 28-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,1,9,9.0,0,25.0,2.3,0,25.0,53,86.9,0,0.0,1,3.7,TE,HenrHu00"
"61,Sam LaPorta,53,0,0,5,Sun,9,10,2025-11-09,24-301,DET,@,WAS,W 44-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,53,10.6,0,100.0,10.6,3,80.0,53,75.7,0,0.0,1,3.7,TE,LaPoSa01"
"62,Rome Odunze,53,0,0,10,Sun,9,10,2025-11-09,23-159,CHI,,NYG,W 24-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,86,14.3,1,60.0,8.6,5,60.0,53,77.9,0,0.0,0,0.0,WR,OdunRo00"
"63,Courtland Sutton,53,0,0,4,Thu,10,10,2025-11-06,30-027,DEN,,LVR,W 10-7,0,0,0,,0,0,0,0,,,,1,5,100.00,,,-5.00,,0.0,0,0,,0,0,,4,3,24,8.0,0,75.0,6.0,1,75.0,53,86.9,0,0.0,0,0.0,WR,SuttCo00"
"64,Tua Tagovailoa,53,21,2,0,Sun,10,10,2025-11-09,27-252,MIA,,BUF,W 30-13,15,21,6,71.4,173,2,2,0,9.5,9.5,88.1,0,0,0.00,8.2,5.86,5.86,11.5,47.6,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,53,100.0,0,0.0,0,0.0,QB,TagoTu00"
"65,Cedric Tillman,53,0,0,4,Sun,9,10,2025-11-09,25-204,CLE,@,NYJ,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,11,5.5,0,50.0,2.8,0,25.0,53,72.6,0,0.0,0,0.0,WR,TillCe01"
"66,Bryce Young,53,25,2,0,Sun,10,10,2025-11-09,24-107,CAR,,NOR,L 7-17,17,25,8,68.0,124,0,1,0,0.0,4.0,62.7,2,22,7.41,5.0,3.16,2.11,7.3,44.4,2,6,3.0,0,1,50.0,0,0,0,,0,,,0,,53,100.0,0,0.0,0,0.0,QB,YounBr01"
"67,Jaxson Dart,52,29,6,0,Sun,10,10,2025-11-09,22-180,NYG,@,CHI,L 20-24,19,29,10,65.5,242,0,0,0,0.0,0.0,91.5,2,12,6.45,8.3,8.34,7.42,12.7,45.2,6,66,11.0,2,3,100.0,0,0,0,,0,,,0,,52,71.2,0,0.0,0,0.0,QB,DartJa00"
"68,Ashton Jeanty,52,0,19,5,Thu,9,10,2025-11-06,21-339,LVR,@,DEN,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,19,60,3.2,1,3,42.1,5,3,3,1.0,0,60.0,0.6,0,40.0,52,86.7,0,0.0,0,0.0,RB,JeanAs00"
"69,Ladd McConkey,52,0,0,6,Sun,10,10,2025-11-09,23-363,LAC,,PIT,W 25-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,107,26.8,1,66.7,17.8,4,66.7,52,71.2,0,0.0,1,3.4,WR,McCoLa00"
"70,Luke Musgrave,52,0,0,3,Mon,9,10,2025-11-10,25-069,GNB,,PHI,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,23,7.7,0,100.0,7.7,0,33.3,52,76.5,0,0.0,0,0.0,TE,MusgLu00"
"71,Aaron Rodgers,52,31,0,0,Sun,9,10,2025-11-09,41-342,PIT,@,LAC,L 10-25,16,31,15,51.6,161,1,2,0,3.2,6.5,50.6,3,13,8.82,5.2,2.94,2.29,10.1,32.4,0,0,,0,0,,0,0,0,,0,,,0,,52,100.0,0,0.0,0,0.0,QB,RodgAa00"
"72,TreVeyon Henderson,51,0,14,1,Sun,10,10,2025-11-09,23-018,NWE,@,TAM,W 28-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,147,10.5,2,4,28.6,1,1,3,3.0,0,100.0,3.0,0,0.0,51,83.6,0,0.0,0,0.0,RB,HendTr02"
"73,Marcus Mariota,51,22,5,0,Sun,10,10,2025-11-09,32-010,WAS,,DET,L 22-44,16,22,6,72.7,213,2,0,0,9.1,0.0,133.3,2,18,8.33,9.7,11.50,9.79,13.3,50.0,5,22,4.4,0,1,40.0,0,0,0,,0,,,0,,51,94.4,0,0.0,0,0.0,QB,MariMa01"
"74,Brock Bowers,50,0,1,3,Thu,9,10,2025-11-06,22-328,LVR,@,DEN,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-4,-4.0,0,0,0.0,3,1,31,31.0,0,33.3,10.3,1,33.3,50,83.3,0,0.0,0,0.0,TE,BoweBr01"
"75,Josh Jacobs,50,0,21,6,Mon,9,10,2025-11-10,27-272,GNB,,PHI,L 7-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,74,3.5,1,5,42.9,6,5,33,6.6,0,83.3,5.5,1,83.3,50,73.5,0,0.0,0,0.0,RB,JacoJo01"
"76,David Njoku,50,0,0,2,Sun,9,10,2025-11-09,29-122,CLE,@,NYJ,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,21,10.5,1,100.0,10.5,1,50.0,50,68.5,0,0.0,0,0.0,TE,NjokDa00"
"77,Rachaad White,50,0,10,5,Sun,9,10,2025-11-09,26-301,TAM,,NWE,L 23-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,38,3.8,0,2,80.0,5,5,16,3.2,0,100.0,3.2,2,40.0,50,72.5,0,0.0,0,0.0,RB,WhitRa01"
"78,A.J. Brown,49,0,0,3,Mon,9,10,2025-11-10,28-133,PHI,@,GNB,W 10-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,13,6.5,0,66.7,4.3,0,66.7,49,77.8,0,0.0,0,0.0,WR,BrowAJ00"
"79,Justin Fields,49,11,7,0,Sun,9,10,2025-11-09,26-249,NYJ,,CLE,W 27-20,6,11,5,54.5,54,1,1,0,9.1,9.1,60.4,3,12,21.43,4.9,2.64,1.21,9.0,14.3,7,28,4.0,0,2,28.6,0,0,0,,0,,,0,,49,100.0,0,0.0,0,0.0,QB,FielJu00"
"80,Christian McCaffrey,49,0,12,10,Sun,10,10,2025-11-09,29-155,SFO,,LAR,L 26-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,12,30,2.5,0,3,41.7,10,8,66,8.3,0,80.0,6.6,3,70.0,49,77.8,0,0.0,0,0.0,RB,McCaCh01"
"81,Tyrone Tracy Jr.,49,0,14,2,Sun,10,10,2025-11-09,25-351,NYG,@,CHI,L 20-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,71,5.1,0,3,28.6,2,1,0,0.0,0,50.0,0.0,0,0.0,49,67.1,0,0.0,0,0.0,RB,TracTy00"
"82,Harold Fannin,48,0,0,7,Sun,9,10,2025-11-09,21-112,CLE,@,NYJ,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,44,11.0,0,57.1,6.3,2,28.6,48,65.8,0,0.0,2,6.5,TE,FannHa00"
"83,Mack Hollins,48,0,0,10,Sun,10,10,2025-11-09,32-054,NWE,@,TAM,W 28-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,106,17.7,0,60.0,10.6,4,50.0,48,78.7,0,0.0,1,3.7,WR,HollMa00"
"84,Tetairoa McMillan,48,0,0,8,Sun,10,10,2025-11-09,22-218,CAR,,NOR,L 7-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,60,12.0,0,62.5,7.5,3,62.5,48,90.6,0,0.0,0,0.0,WR,McMiTe00"
"85,D.K. Metcalf,48,0,0,7,Sun,9,10,2025-11-09,27-330,PIT,@,LAC,L 10-25,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,35,11.7,0,42.9,5.0,2,42.9,48,92.3,0,0.0,1,3.4,WR,MetcDK00"
"86,De'Von Achane,47,0,22,6,Sun,10,10,2025-11-09,24-027,MIA,,BUF,W 30-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,22,174,7.9,2,7,45.5,6,6,51,8.5,0,100.0,8.5,3,50.0,47,88.7,0,0.0,1,4.5,RB,AchaDe00"
