Rk,Name,Age,Tm,OppQual,GS,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
125,Austin Bergner,29,TEX,7.1,0,0,0,,0,2,0,1,0,0,0,1.2,1,0,0,0,0,0,3,0,0,0,6,0.6,5.4,0,0,16.2,,redirect.fcgi?player=1&mlb_ID=666123
126,Brennan Bernardino*,34,COL,8.5,0,0,0,,1.93,5,0,0,0,0,0,4.2,3,2,1,1,3,0,5,1,0,0,20,1.286,5.8,1.9,5.8,9.6,1.67,redirect.fcgi?player=1&mlb_ID=657514
127,Logan Berrier,25,DET,6.8,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,27,0,0,redirect.fcgi?player=1&mlb_ID=828603
128,José Berríos,32,TOR,7.2,3,1,0,1,3.38,3,3,0,0,0,0,10.2,8,4,4,1,4,0,7,2,0,0,43,1.125,6.8,0.8,3.4,5.9,1.75,redirect.fcgi?player=1&mlb_ID=621244
129,John Michael Bertrand*,28,SF,5.1,0,0,0,,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,5,3,0,0,27,0,0,redirect.fcgi?player=1&mlb_ID=802609
130,Tanner Bibee,27,CLE,7.4,6,1,3,0.25,6.65,6,6,0,0,0,0,23,32,20,17,6,0,0,19,1,0,2,102,1.391,12.5,2.3,0,7.4,,redirect.fcgi?player=1&mlb_ID=676440
131,Calvin Bickerstaff,24,BOS,6.9,0,0,1,0,27,2,0,1,0,0,0,0.1,2,1,1,0,0,0,1,0,0,0,3,6,54,0,0,27,,redirect.fcgi?player=1&mlb_ID=814810
132,Osvaldo Bido,30,NYY,6.3,0,1,0,1,1.29,7,0,3,0,0,0,7,5,1,1,0,3,0,7,0,0,0,27,1.143,6.4,0,3.9,9,2.33,redirect.fcgi?player=1&mlb_ID=674370
133,Brandan Bidois,25,PIT,7.2,0,0,0,,0,3,0,1,0,0,0,2.2,0,0,0,0,1,0,3,0,0,0,9,0.375,0,0,3.4,10.1,3,redirect.fcgi?player=1&mlb_ID=684049
134,Gabe Bierman,26,MIA,6.3,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,27,0,0,redirect.fcgi?player=1&mlb_ID=685321
135,Hunter Bigge,28,TB,7.5,0,0,0,,1.29,7,0,1,0,0,0,7,3,1,1,1,4,0,12,0,0,0,27,1,3.9,1.3,5.1,15.4,3,redirect.fcgi?player=1&mlb_ID=685801
136,Jacob Bimbi*,24,PIT,7.9,0,0,0,,40.5,1,0,0,0,0,0,0.2,2,3,3,1,2,0,0,0,0,0,6,6,27,13.5,27,0,0,redirect.fcgi?player=1&mlb_ID=805266
137,Ryan Birchard,22,MIL,5.7,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,9,9,1,redirect.fcgi?player=1&mlb_ID=804670
138,Jake Bird,30,NYY,6.8,0,0,0,,2.7,10,0,1,0,0,0,10,7,4,3,0,5,0,16,0,0,0,41,1.2,6.3,0,4.5,14.4,3.2,redirect.fcgi?player=1&mlb_ID=656234
139,Hayden Birdsong,24,SF,7.2,1,0,0,,30.86,3,1,0,0,0,0,2.1,8,8,8,2,3,0,2,0,0,1,18,4.714,30.9,7.7,11.6,7.7,0.67,redirect.fcgi?player=1&mlb_ID=806185
140,Kyle Bischoff,26,MIN,6,0,0,0,,18,1,0,1,0,0,0,1,1,2,2,0,2,0,2,1,0,0,7,3,9,0,18,18,1,redirect.fcgi?player=1&mlb_ID=680253
141,Tucker Biven,22,WSH,5.6,0,0,0,,40.5,1,0,1,0,0,0,0.2,5,3,3,2,0,0,1,1,0,0,8,7.5,67.5,27,0,13.5,,redirect.fcgi?player=1&mlb_ID=702712
142,Spencer Bivens,32,SF,7.8,1,0,1,0,3.48,8,1,0,0,0,0,10.1,13,4,4,1,4,0,8,1,0,1,49,1.645,11.3,0.9,3.5,7,2,redirect.fcgi?player=1&mlb_ID=702352
143,Mason Black,26,KC,7.5,0,0,0,,0,6,0,0,0,0,0,8,5,0,0,0,3,0,8,0,0,0,32,1,5.6,0,3.4,9,2.67,redirect.fcgi?player=1&mlb_ID=696131
144,Paul Blackburn,32,NYY,7.1,2,1,1,0.5,1.88,5,2,2,0,0,1,14.1,13,3,3,1,7,0,12,0,0,0,60,1.395,8.2,0.6,4.4,7.5,1.71,redirect.fcgi?player=1&mlb_ID=621112
145,Bradley Blalock,25,MIA,8,0,0,1,0,5.79,3,0,0,0,0,0,4.2,5,4,3,2,2,0,3,2,0,0,22,1.5,9.6,3.9,3.9,5.8,1.5,redirect.fcgi?player=1&mlb_ID=687134
146,Scott Blewett,30,STL,6.3,0,1,0,1,1.29,7,0,2,0,0,0,7,4,2,1,0,4,0,7,1,0,0,28,1.143,5.1,0,5.1,9,1.75,redirect.fcgi?player=1&mlb_ID=656240
147,AJ Blubaugh,25,HOU,7.2,0,1,0,1,0.84,6,0,2,0,0,0,10.2,7,1,1,0,3,0,8,0,0,1,41,0.938,5.9,0,2.5,6.8,2.67,redirect.fcgi?player=1&mlb_ID=805123
148,Josh Blum,23,NYM,6.8,0,0,0,,54,1,0,0,0,0,0,0.1,1,2,2,0,2,0,1,0,0,0,4,9,27,0,54,27,0.5,redirect.fcgi?player=1&mlb_ID=810840
149,Cody Bolton,28,HOU,6.7,0,0,0,,13.5,1,0,0,0,0,0,0.2,0,2,1,0,4,0,0,0,0,0,6,6,0,0,54,0,0,redirect.fcgi?player=1&mlb_ID=675989
150,Cam Booser*,34,TB,7.6,0,0,1,0,0.9,10,0,0,0,0,0,10,4,1,1,1,4,0,10,0,0,1,35,0.8,3.6,0.9,3.6,9,2.5,redirect.fcgi?player=1&mlb_ID=592155
151,Wilian Bormie,25,TEX,5.6,0,0,0,,6,3,0,2,0,0,1,3,4,2,2,0,0,0,4,0,0,0,12,1.333,12,0,0,12,,redirect.fcgi?player=1&mlb_ID=693781
152,Ryan Borucki*,32,CWS,7.6,1,2,0,1,0,6,1,1,0,0,0,6,3,0,0,0,1,0,8,0,0,0,21,0.667,4.5,0,1.5,12,8,redirect.fcgi?player=1&mlb_ID=621366
153,Ryan Bourassa,26,ATL,5.9,0,0,0,,0,2,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=802180
154,Darren Bowen,25,MIN,8,0,0,0,,33.75,1,0,0,0,0,0,1.1,4,5,5,1,2,0,0,0,0,0,10,4.5,27,6.8,13.5,0,0,redirect.fcgi?player=1&mlb_ID=804539
155,Jonathan Bowlan,29,PHI,7.8,0,0,0,,6.14,7,0,0,0,0,0,7.1,7,5,5,1,3,0,11,0,0,0,32,1.364,8.6,1.2,3.7,13.5,3.67,redirect.fcgi?player=1&mlb_ID=680742
156,Matt Bowman,35,MIN,6.6,0,0,0,,0,6,0,2,0,0,0,7.1,6,1,0,0,2,0,7,0,0,0,29,1.091,7.4,0,2.5,8.6,3.5,redirect.fcgi?player=1&mlb_ID=621199
157,Kaleb Bowman,29,MIL,7.6,0,0,0,,0,3,0,0,0,0,0,2.1,1,2,0,0,3,0,2,0,0,0,13,1.714,3.9,0,11.6,7.7,0.67,redirect.fcgi?player=1&mlb_ID=689337
158,Matthew Boyd*,35,CHC,8.3,3,0,1,0,8.68,3,3,0,0,0,0,9.1,14,9,9,3,2,0,12,0,0,0,44,1.714,13.5,2.9,1.9,11.6,6,redirect.fcgi?player=1&mlb_ID=571510
159,Sean Boyle,29,SD,6.3,0,0,1,0,2.7,2,0,1,0,0,0,3.1,3,1,1,1,1,0,4,0,0,0,14,1.2,8.1,2.7,2.7,10.8,4,redirect.fcgi?player=1&mlb_ID=682044
160,Joe Boyle,26,TB,7.9,2,1,2,0.333,3.72,4,2,0,0,0,0,9.2,8,7,4,0,8,0,16,0,0,0,47,1.655,7.4,0,7.4,14.9,2,redirect.fcgi?player=1&mlb_ID=671212
161,Kyle Bradish,29,BAL,7.8,4,2,0,1,2.35,4,4,0,0,0,0,15.1,12,4,4,0,5,0,12,0,0,0,63,1.109,7,0,2.9,7,2.4,redirect.fcgi?player=1&mlb_ID=680694
162,Taj Bradley,25,MIN,8,5,1,1,0.5,4.67,5,5,0,0,0,0,17.1,17,10,9,2,7,0,23,0,0,0,74,1.385,8.8,1,3.6,11.9,3.29,redirect.fcgi?player=1&mlb_ID=671737
163,Tyler Bradt,25,STL,6.2,0,0,0,,54,2,0,0,0,0,0,0.1,1,2,2,0,3,0,0,0,0,1,4,12,27,0,81,0,0,redirect.fcgi?player=1&mlb_ID=802680
164,Jonathan Brand,26,TEX,6.7,0,0,1,0,13.5,3,0,2,0,0,0,2,4,3,3,0,2,0,0,0,0,0,12,3,18,0,9,0,0,redirect.fcgi?player=1&mlb_ID=701213
165,Matt Brash,28,SEA,7.7,0,0,0,,2.7,4,0,0,0,0,0,3.1,2,2,1,0,2,0,2,0,0,0,16,1.2,5.4,0,5.4,5.4,1,redirect.fcgi?player=1&mlb_ID=666374
166,Ryan Brasier,38,TEX,6.9,0,0,0,,7.36,8,0,1,0,0,0,7.1,12,7,6,1,0,0,2,0,0,0,34,1.636,14.7,1.2,0,2.5,,redirect.fcgi?player=1&mlb_ID=518489
167,Mitch Bratt*,22,AZ,8.4,3,0,1,0,9,3,3,0,0,0,0,6,7,7,6,1,6,0,6,1,0,0,31,2.167,10.5,1.5,9,9,1,redirect.fcgi?player=1&mlb_ID=683352
168,Huascar Brazobán,36,NYM,6.3,0,0,0,,0,3,0,0,0,0,0,3,1,0,0,0,1,0,5,0,0,0,11,0.667,3,0,3,15,5,redirect.fcgi?player=1&mlb_ID=623211
169,John Brebbia,36,COL,7.6,0,0,0,,7,7,0,0,0,0,0,9,9,7,7,3,0,0,11,1,0,0,37,1,9,3,0,11,,redirect.fcgi?player=1&mlb_ID=605154
170,Tyler Bremner,22,LAA,8.3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5,2,0,0,18,9,0.5,redirect.fcgi?player=1&mlb_ID=803285
171,Hoss Brewer,25,NYM,6.2,0,0,0,,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,9,9,1,redirect.fcgi?player=1&mlb_ID=804546
172,Will Brian*,27,NYY,9,0,0,0,,18,2,0,0,0,0,0,1,2,2,2,1,0,0,1,0,0,0,5,2,18,9,0,9,,redirect.fcgi?player=1&mlb_ID=684608
173,Beau Brieske,28,DET,6.8,0,0,0,,7.71,3,0,0,0,0,0,2.1,3,2,2,1,1,0,2,0,0,0,11,1.714,11.6,3.9,3.9,7.7,2,redirect.fcgi?player=1&mlb_ID=689225
174,Jeff Brigham,34,CHC,5.3,0,0,0,,4.5,6,0,1,0,0,1,6,6,5,3,2,4,0,8,0,0,0,28,1.667,9,3,6,12,2,redirect.fcgi?player=1&mlb_ID=656257
175,Raul Brito,29,MIN,6.8,0,0,0,,27,2,0,0,0,0,0,2,4,6,6,2,3,0,2,0,0,1,14,3.5,18,9,13.5,9,0.67,redirect.fcgi?player=1&mlb_ID=669993
176,Kyle Brnovich,28,PHI,5.1,0,0,0,,9,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,4,1,9,9,0,0,,redirect.fcgi?player=1&mlb_ID=686599
177,Jesús Broca*,22,MIL,7.7,0,0,0,,3,6,0,0,0,0,0,3,3,1,1,0,1,0,4,0,0,0,13,1.333,9,0,3,12,4,redirect.fcgi?player=1&mlb_ID=695871
178,Connor Brogdon,31,CLE,7.5,0,1,0,1,3.48,10,0,0,0,0,0,10.1,13,4,4,1,2,0,13,2,0,0,48,1.452,11.3,0.9,1.7,11.3,6.5,redirect.fcgi?player=1&mlb_ID=641401
179,Steven Brooks,23,BOS,8,0,0,0,,36,2,0,0,0,0,0,1,3,4,4,2,3,0,1,0,0,1,9,6,27,18,27,9,0.33,redirect.fcgi?player=1&mlb_ID=809933
180,Hunter Brown,27,HOU,7,4,0,0,,2.84,4,4,0,0,0,0,12.2,6,4,4,0,7,0,20,0,0,0,50,1.026,4.3,0,5,14.2,2.86,redirect.fcgi?player=1&mlb_ID=686613
181,Ben Brown,26,CHC,7.8,3,1,1,0.5,2.63,6,3,0,0,0,0,13.2,13,4,4,0,5,0,19,3,0,2,60,1.317,8.6,0,3.3,12.5,3.8,redirect.fcgi?player=1&mlb_ID=676962
182,JT Brubaker,32,SF,6.7,2,2,0,1,2.45,5,2,1,0,0,0,11,5,4,3,1,9,0,11,0,0,0,44,1.273,4.1,0.8,7.4,9,1.22,redirect.fcgi?player=1&mlb_ID=664141
183,Justin Bruihl*,29,STL,6.8,0,1,0,1,4.7,8,0,1,0,0,0,7.2,5,4,4,0,4,0,8,1,0,0,33,1.174,5.9,0,4.7,9.4,2,redirect.fcgi?player=1&mlb_ID=677865
184,Zach Brzykcy,26,MIA,7.1,0,1,0,1,0,6,0,3,0,0,1,6,5,1,0,0,0,0,7,0,0,0,21,0.833,7.5,0,0,10.5,,redirect.fcgi?player=1&mlb_ID=694350
185,Kris Bubic*,28,KC,7.7,4,1,0,1,0.75,4,4,0,0,0,0,12,10,2,1,0,6,0,14,0,0,2,51,1.333,7.5,0,4.5,10.5,2.33,redirect.fcgi?player=1&mlb_ID=663460
186,Trent Buchanan,24,ATL,5.7,0,0,0,,40.5,1,0,0,0,0,0,0.2,4,3,3,2,0,0,1,1,0,0,7,6,54,27,0,13.5,,redirect.fcgi?player=1&mlb_ID=830485
187,Walker Buehler,31,SD,7.7,4,2,1,0.667,6.6,4,4,0,0,0,0,15,21,11,11,4,5,0,16,2,0,0,69,1.733,12.6,2.4,3,9.6,3.2,redirect.fcgi?player=1&mlb_ID=621111
188,Aaron Bummer*,32,ATL,7.7,0,0,0,,0,5,0,0,0,0,0,5.1,1,0,0,0,1,0,6,1,0,0,18,0.375,1.7,0,1.7,10.1,6,redirect.fcgi?player=1&mlb_ID=607481
189,Nick Burdi,33,NYM,5.7,0,0,0,,9,2,0,0,0,0,0,2,2,2,2,0,1,0,1,1,0,0,10,1.5,9,0,4.5,4.5,1,redirect.fcgi?player=1&mlb_ID=595897
190,Juan Burgos,26,AZ,7.6,0,0,2,0,15.43,3,0,0,0,0,0,2.1,6,4,4,0,2,0,7,0,0,0,15,3.429,23.1,0,7.7,27,3.5,redirect.fcgi?player=1&mlb_ID=686228
191,Garrett Burhenn,26,DET,5.6,0,0,0,,18,1,0,1,0,0,0,1,3,2,2,0,1,0,0,0,0,0,7,4,27,0,9,0,0,redirect.fcgi?player=1&mlb_ID=696148
192,Sean Burke,26,CWS,7.8,4,0,3,0,4.58,5,4,0,0,0,0,17.2,15,9,9,3,6,0,16,1,0,0,74,1.189,7.6,1.5,3.1,8.2,2.67,redirect.fcgi?player=1&mlb_ID=680732
193,Brock Burke*,29,CIN,6.7,0,0,1,0,15.43,8,0,0,0,0,0,7,13,12,12,3,6,0,7,0,0,1,39,2.714,16.7,3.9,7.7,9,1.17,redirect.fcgi?player=1&mlb_ID=656271
194,Tanner Burns,27,CLE,6.1,0,0,1,0,4.5,4,0,2,0,0,0,4,3,2,2,0,3,0,2,0,0,0,16,1.5,6.8,0,6.8,4.5,0.67,redirect.fcgi?player=1&mlb_ID=669142
195,Mason Burns,24,STL,3.9,0,0,0,,81,1,0,0,0,0,0,0.1,0,3,3,0,3,0,0,0,0,0,4,9,0,0,81,0,0,redirect.fcgi?player=1&mlb_ID=826314
196,Chase Burns,23,CIN,8.1,5,1,1,0.5,5.25,5,5,0,0,0,0,12,10,7,7,2,7,0,15,0,0,1,52,1.417,7.5,1.5,5.3,11.3,2.14,redirect.fcgi?player=1&mlb_ID=695505
197,Mike Burrows,26,HOU,7.7,5,1,0,1,1.5,5,5,0,0,0,0,18,13,3,3,0,6,0,17,0,0,0,71,1.056,6.5,0,3,8.5,2.83,redirect.fcgi?player=1&mlb_ID=681347
198,Beau Burrows,29,PIT,5.9,0,0,0,,2.08,4,0,2,0,0,1,4.1,4,2,1,1,2,0,4,0,0,0,19,1.385,8.3,2.1,4.2,8.3,2,redirect.fcgi?player=1&mlb_ID=663366
199,José Buttó,28,SF,6.9,0,0,0,,2.25,3,0,0,0,0,0,4,5,1,1,0,1,0,2,0,0,0,17,1.5,11.3,0,2.3,4.5,2,redirect.fcgi?player=1&mlb_ID=676130
200,Myles Caba*,24,LAD,7.2,0,0,0,,15.43,3,0,1,0,0,0,2.1,5,5,4,1,3,0,5,1,0,2,16,3.429,19.3,3.9,11.6,19.3,1.67,redirect.fcgi?player=1&mlb_ID=703821
201,Jose Cabrera,24,AZ,,0,0,0,,0,1,0,1,0,0,1,2,0,0,0,0,2,0,1,1,0,0,9,1,0,0,9,4.5,0.5,redirect.fcgi?player=1&mlb_ID=703615
202,Jeisson Cabrera,27,BAL,7.2,0,0,0,,27,2,0,1,0,0,1,1.1,3,4,4,1,4,0,2,0,0,0,11,5.25,20.3,6.8,27,13.5,0.5,redirect.fcgi?player=1&mlb_ID=678922
203,Jean Cabrera,24,PHI,8.2,2,0,0,,2.08,2,2,0,0,0,0,4.1,3,1,1,0,1,0,4,1,0,0,19,0.923,6.2,0,2.1,8.3,4,redirect.fcgi?player=1&mlb_ID=691893
204,Génesis Cabrera*,29,PHI,6.5,0,0,2,0,2.57,7,0,3,0,0,0,7,4,2,2,1,3,0,5,0,0,0,27,1,5.1,1.3,3.9,6.4,1.67,redirect.fcgi?player=1&mlb_ID=650893
205,Edward Cabrera,28,CHC,7.6,4,2,0,1,6.35,4,4,0,0,0,0,11.1,13,9,8,2,2,0,12,0,0,0,50,1.324,10.3,1.6,1.6,9.5,6,redirect.fcgi?player=1&mlb_ID=665795
206,Brandon Cain,21,PIT,5.8,0,0,0,,135,1,0,0,0,0,0,0.1,1,5,5,0,3,0,0,1,0,1,6,12,27,0,81,0,0,redirect.fcgi?player=1&mlb_ID=827610
207,Noah Cameron*,26,KC,7.7,4,0,1,0,6.19,5,4,0,0,0,0,16,23,11,11,4,5,0,11,2,0,0,74,1.75,12.9,2.3,2.8,6.2,2.2,redirect.fcgi?player=1&mlb_ID=702070
208,Isaiah Campbell,28,AZ,6.7,0,0,0,,5.14,8,0,2,0,0,1,7,5,4,4,0,2,0,4,0,0,0,28,1,6.4,0,2.6,5.1,2,redirect.fcgi?player=1&mlb_ID=663462
209,Chris Campos,25,LAD,7.2,0,0,0,,0.9,7,0,3,0,0,1,10,11,1,1,0,2,0,12,0,0,0,43,1.3,9.9,0,1.8,10.8,6,redirect.fcgi?player=1&mlb_ID=702318
210,Will Cannon,22,CIN,6.9,0,0,1,0,15.43,3,0,1,0,0,1,2.1,2,4,4,1,1,0,1,1,0,0,11,1.286,7.7,3.9,3.9,3.9,1,redirect.fcgi?player=1&mlb_ID=825756
211,Jonathan Cannon,25,CWS,7.4,1,1,0,1,4.09,4,1,0,0,0,0,11,11,5,5,2,5,0,10,2,0,0,47,1.455,9,1.6,4.1,8.2,2,redirect.fcgi?player=1&mlb_ID=686563
212,Yennier Cano,32,BAL,7.5,0,0,1,0,3.86,7,0,0,0,0,0,7,7,5,3,1,0,0,6,0,1,0,28,1,9,1.3,0,7.7,,redirect.fcgi?player=1&mlb_ID=666974
213,Joey Cantillo*,26,CLE,7.9,5,0,2,0,5.68,6,5,1,0,0,1,19,18,14,12,3,4,0,21,0,1,1,79,1.158,8.5,1.4,1.9,9.9,5.25,redirect.fcgi?player=1&mlb_ID=676282
214,Brooks Caple,23,CHC,6.3,0,0,0,,16.2,1,0,0,0,0,0,1.2,5,3,3,1,0,0,1,0,0,0,10,3,27,5.4,0,5.4,,redirect.fcgi?player=1&mlb_ID=699944
215,Jack Carey,26,CLE,6.9,0,0,0,,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=681004
216,Sam Carlson,27,HOU,6.1,0,0,0,,0,4,0,1,0,0,0,5.1,4,0,0,0,1,0,7,0,0,0,22,0.938,6.8,0,1.7,11.8,7,redirect.fcgi?player=1&mlb_ID=672277
217,Parker Carlson,23,NYM,5,0,0,1,0,10.8,1,0,1,0,0,0,1.2,3,2,2,0,0,0,3,0,0,0,8,1.8,16.2,0,0,16.2,,redirect.fcgi?player=1&mlb_ID=800686
218,Max Carlson,24,BOS,7,0,0,0,,10.13,5,0,2,0,0,0,2.2,7,3,3,0,2,0,2,0,0,0,17,3.375,23.6,0,6.8,6.8,1,redirect.fcgi?player=1&mlb_ID=690967
219,D.J. Carpenter,26,STL,6.2,0,0,0,,0,2,0,0,0,0,0,0.2,0,0,0,0,1,0,0,1,0,1,4,1.5,0,0,13.5,0,0,redirect.fcgi?player=1&mlb_ID=681884
220,Kyle Carr*,24,NYY,5.7,0,0,0,,2.25,2,0,2,0,0,0,4,1,1,1,0,2,0,4,0,0,0,15,0.75,2.3,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=694805
221,Carlos Carrasco,39,ATL,8.3,3,2,1,0.667,12.79,3,3,0,0,0,0,6.1,11,9,9,3,1,0,7,1,0,0,32,1.895,15.6,4.3,1.4,9.9,7,redirect.fcgi?player=1&mlb_ID=471911
222,Gerardo Carrillo,27,AZ,6.7,0,1,0,1,1.35,7,0,1,0,0,0,6.2,3,1,1,1,1,0,7,0,0,2,23,0.6,4.1,1.4,1.4,9.5,7,redirect.fcgi?player=1&mlb_ID=672629
223,Alex Carrillo,29,NYM,6.6,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=692024
224,Irv Carter,23,TOR,5.7,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=691774
225,Ben Casparius,27,LAD,7.8,0,1,0,1,3.52,8,0,0,0,0,0,7.2,2,3,3,1,9,0,9,0,0,0,34,1.435,2.3,1.2,10.6,10.6,1,redirect.fcgi?player=1&mlb_ID=676508
226,Blas Castano,27,SEA,6.5,0,0,1,0,9,5,0,0,0,0,0,5,4,5,5,1,3,0,3,1,1,0,23,1.4,7.2,1.8,5.4,5.4,1,redirect.fcgi?player=1&mlb_ID=680604
227,Eiberson Castellano,25,COL,7.2,1,0,0,,3,4,1,0,0,0,0,9,11,4,3,0,6,0,6,1,0,2,41,1.889,11,0,6,6,1,redirect.fcgi?player=1&mlb_ID=682769
228,Luis Castillo,33,SEA,8.2,5,0,2,0,7.8,5,5,0,0,0,0,15,23,14,13,5,4,0,13,1,0,1,72,1.8,13.8,3,2.4,7.8,3.25,redirect.fcgi?player=1&mlb_ID=622491
229,Ricky Castro,26,MIN,5.1,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,5,2,0,0,18,18,1,redirect.fcgi?player=1&mlb_ID=690462
230,Manuel Castro,24,SD,5.5,0,1,0,1,7.5,7,0,2,0,0,0,6,8,5,5,2,2,0,2,1,0,0,29,1.667,12,3,3,3,1,redirect.fcgi?player=1&mlb_ID=701195
231,Kervin Castro,27,NYY,6.2,0,0,0,,2.45,9,0,3,0,0,2,11,8,4,3,0,3,0,8,1,0,0,43,1,6.5,0,2.5,6.5,2.67,redirect.fcgi?player=1&mlb_ID=665645
232,A.J. Causey,23,ATH,6.6,0,0,0,,6.75,4,0,2,0,0,1,4,5,3,3,0,4,0,1,1,0,0,22,2.25,11.3,0,9,2.3,0.25,redirect.fcgi?player=1&mlb_ID=822067
233,Cade Cavalli,27,WSH,7.4,4,0,1,0,0,4,4,0,0,0,0,14,4,1,0,0,2,0,10,2,0,1,51,0.429,2.6,0,1.3,6.4,5,redirect.fcgi?player=1&mlb_ID=676917
234,Zachary Cawyer,23,KC,4.1,0,0,0,,0,2,0,0,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=815045
235,Dylan Cease,30,TOR,7.8,3,1,0,1,0.93,3,3,0,0,0,0,9.2,6,1,1,1,3,0,12,0,0,0,39,0.931,5.6,0.9,2.8,11.2,4,redirect.fcgi?player=1&mlb_ID=656302
236,Slade Cecconi,27,CLE,7.8,5,3,1,0.75,1.62,5,5,0,0,0,0,16.2,14,3,3,1,5,0,16,0,0,1,64,1.14,7.6,0.5,2.7,8.6,3.2,redirect.fcgi?player=1&mlb_ID=677944
237,Brendan Cellucci*,28,TOR,5.8,0,0,0,,0,3,0,1,0,0,1,1.2,0,0,0,0,1,0,0,0,0,0,6,0.6,0,0,5.4,0,0,redirect.fcgi?player=1&mlb_ID=676454
238,Chase Centala,24,MIA,5.4,0,0,0,,0,1,0,0,0,0,0,0.2,2,1,0,0,0,0,0,0,0,0,4,3,27,0,0,0,,redirect.fcgi?player=1&mlb_ID=694555
239,Eric Cerantola,26,KC,8,0,0,0,,15.43,3,0,0,0,0,0,2.1,4,4,4,0,3,0,0,0,0,0,13,3,15.4,0,11.6,0,0,redirect.fcgi?player=1&mlb_ID=672021
240,Andrew Chafin*,36,MIN,6.3,0,0,0,,3,6,0,0,0,0,0,6,4,2,2,0,3,0,5,0,0,0,25,1.167,6,0,4.5,7.5,1.67,redirect.fcgi?player=1&mlb_ID=605177
241,Christian Chamberlain*,26,KC,5.3,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=685125
242,Chandler Champlain,26,KC,7.8,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=669441
243,Bubba Chandler,23,PIT,7.6,3,1,1,0.5,6.55,4,3,0,0,0,0,11,5,8,8,2,11,0,17,0,0,0,49,1.455,4.1,1.6,9,13.9,1.55,redirect.fcgi?player=1&mlb_ID=696149
244,Emmanuel Chapman,27,PIT,6.5,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,2,0,1,0,0,0,4,3,0,0,27,13.5,0.5,redirect.fcgi?player=1&mlb_ID=820888
245,Aroldis Chapman*,38,BOS,7,0,0,1,0,5.4,7,0,0,0,0,0,6.2,9,4,4,1,3,0,10,0,0,1,32,1.8,12.2,1.4,4.1,13.5,3.33,redirect.fcgi?player=1&mlb_ID=547973
246,Will Childers,25,MIL,6.3,0,0,0,,0,6,0,1,0,0,1,5,4,0,0,0,0,0,5,0,0,0,17,0.8,7.2,0,0,9,,redirect.fcgi?player=1&mlb_ID=682999
247,Amilcar Chirinos,24,HOU,6.4,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=702847
248,Angel Chivilli,23,NYY,6.5,0,1,2,0.333,12.38,9,0,2,0,0,1,8,11,11,11,3,2,0,11,1,0,0,39,1.625,12.4,3.4,2.3,12.4,5.5,redirect.fcgi?player=1&mlb_ID=683409
249,Jack Choate*,25,SF,6.7,0,1,0,1,0,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=805257
250,Marc Church,25,TEX,8.7,0,0,1,0,9,1,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,6,2,18,0,0,9,,redirect.fcgi?player=1&mlb_ID=687847
251,Jurrangelo Cijntje#,23,STL,5.5,0,0,0,,0,1,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,8,1,4.5,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=701388
