"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"1,Josh Allen,85,46,14,0,Sun,1,1,2025-09-07,29-109,BUF,,BAL,W 41-40,33,46,13,71.7,394,2,0,0,4.3,0.0,112.0,1,5,2.13,8.6,9.43,9.13,11.9,51.1,14,30,2.1,2,4,57.1,0,0,0,,0,,,0,,85,100.0,0,0.0,0,0.0,QB,AlleJo02"
"2,Joe Flacco,76,45,2,0,Sun,1,1,2025-09-07,40-234,CLE,,CIN,L 16-17,31,45,14,68.9,290,1,2,0,2.2,4.4,75.2,2,12,4.26,6.4,4.89,4.43,9.4,48.9,2,6,3.0,0,1,50.0,0,0,0,,0,,,0,,76,100.0,0,0.0,0,0.0,QB,FlacJo00"
"3,Bo Nix,76,40,8,0,Sun,1,1,2025-09-07,25-194,DEN,,TEN,W 20-12,25,40,15,62.5,176,1,2,0,2.5,5.0,60.0,1,10,2.44,4.4,2.65,2.34,7.0,39.0,8,18,2.3,0,2,37.5,0,0,0,,0,,,0,,76,100.0,0,0.0,0,0.0,QB,NixxBo00"
"4,Michael Penix,76,42,6,0,Sun,1,1,2025-09-07,25-122,ATL,,TAM,L 20-23,27,42,15,64.3,298,1,0,0,2.4,0.0,93.2,1,9,2.33,7.1,7.57,7.19,11.0,51.2,6,21,3.5,1,3,50.0,0,0,0,,0,,,0,,76,100.0,0,0.0,0,0.0,QB,PeniMi00"
"5,Brock Purdy,76,35,5,0,Sun,1,1,2025-09-07,25-254,SFO,@,SEA,W 17-13,26,35,9,74.3,277,2,2,0,5.7,5.7,92.2,1,12,2.78,7.9,6.49,5.97,10.7,61.1,5,17,3.4,0,0,40.0,0,0,0,,0,,,0,,76,100.0,0,0.0,0,0.0,QB,PurdBr00"
"6,Keon Coleman,75,0,0,11,Sun,1,1,2025-09-07,22-113,BUF,,BAL,W 41-40,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,8,112,14.0,1,72.7,10.2,6,72.7,75,88.2,0,0.0,0,0.0,WR,ColeKe02"
"7,Spencer Rattler,75,46,4,0,Sun,1,1,2025-09-07,24-344,NOR,,ARI,L 13-20,27,46,19,58.7,214,0,0,0,0.0,0.0,70.4,1,6,2.13,4.7,4.65,4.43,7.9,44.7,4,29,7.3,0,1,75.0,0,0,0,,0,,,0,,75,100.0,0,0.0,0,0.0,QB,RattSp00"
"8,Juwan Johnson,74,0,0,11,Sun,1,1,2025-09-07,28-359,NOR,,ARI,L 13-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,8,76,9.5,0,72.7,6.9,4,63.6,74,98.7,0,0.0,0,0.0,TE,JohnJu02"
"9,Daniel Jones,73,29,7,0,Sun,1,1,2025-09-07,28-103,IND,,MIA,W 33-8,22,29,7,75.9,272,1,0,0,3.4,0.0,115.9,1,10,3.33,9.4,10.07,9.40,12.4,60.0,7,26,3.7,2,4,71.4,0,0,0,,0,,,0,,73,100.0,0,0.0,0,0.0,QB,JoneDa05"
"10,Courtland Sutton,72,0,0,9,Sun,1,1,2025-09-07,29-332,DEN,,TEN,W 20-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,61,10.2,1,66.7,6.8,4,55.6,72,94.7,0,0.0,0,0.0,WR,SuttCo00"
"11,Casey Washington,72,0,0,6,Sun,1,1,2025-09-07,24-185,ATL,,TAM,L 20-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,3,33,11.0,0,50.0,5.5,3,50.0,72,94.7,0,0.0,0,0.0,WR,WashCa01"
"12,Drake Maye,71,46,4,1,Sun,1,1,2025-09-07,23-008,NWE,,LVR,L 13-20,30,46,16,65.2,287,1,1,0,2.2,2.2,80.6,4,11,8.00,6.2,5.70,5.02,9.6,42.0,4,11,2.8,0,0,50.0,1,1,2,2.0,0,100.0,2.0,0,0.0,71,100.0,0,0.0,0,0.0,QB,MayeDr00"
"13,Jayden Daniels,70,30,11,0,Sun,1,1,2025-09-07,24-263,WAS,,NYG,W 21-6,19,30,11,63.3,233,1,0,0,3.3,0.0,98.3,3,21,9.09,7.8,8.43,7.03,12.3,48.5,11,68,6.2,0,3,72.7,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,DaniJa02"
"14,Russell Wilson,68,37,8,0,Sun,1,1,2025-09-07,36-282,NYG,@,WAS,L 6-21,17,37,20,45.9,168,0,0,0,0.0,0.0,59.3,2,11,5.13,4.5,4.54,4.03,9.9,28.2,8,44,5.5,0,3,62.5,0,0,0,,0,,,0,,68,100.0,0,0.0,0,0.0,QB,WilsRu00"
"15,Jared Goff,67,39,1,0,Sun,1,1,2025-09-07,30-328,DET,@,GNB,L 13-27,31,39,8,79.5,225,1,1,0,2.6,2.6,88.6,4,25,9.30,5.8,5.13,4.07,7.3,44.2,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,67,100.0,0,0.0,0,0.0,QB,GoffJa00"
"16,Jerry Jeudy,67,0,0,8,Sun,1,1,2025-09-07,26-136,CLE,,CIN,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,66,13.2,0,62.5,8.3,4,50.0,67,88.2,0,0.0,0,0.0,WR,JeudJe00"
"17,Drake London,67,0,0,15,Sun,1,1,2025-09-07,24-045,ATL,,TAM,L 20-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,15,8,55,6.9,0,53.3,3.7,2,33.3,67,88.2,0,0.0,0,0.0,WR,LondDr00"
"18,Cedric Tillman,67,0,0,8,Sun,1,1,2025-09-07,25-141,CLE,,CIN,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,5,52,10.4,1,62.5,6.5,3,50.0,67,88.2,0,0.0,0,0.0,WR,TillCe01"
"19,Caleb Williams,67,35,6,0,Mon,1,1,2025-09-08,23-294,CHI,,MIN,L 24-27,21,35,14,60.0,210,1,0,0,2.9,0.0,86.6,2,12,5.41,6.0,6.57,5.89,10.0,37.8,6,58,9.7,1,4,83.3,0,0,0,,0,,,0,,67,100.0,0,0.0,0,0.0,QB,WillCa03"
"20,Hunter Henry,66,0,0,8,Sun,1,1,2025-09-07,30-274,NWE,,LVR,L 13-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,66,16.5,0,50.0,8.3,3,50.0,66,93.0,0,0.0,0,0.0,TE,HenrHu00"
"21,Trevor Lawrence,66,31,4,0,Sun,1,1,2025-09-07,25-336,JAX,,CAR,W 26-10,19,31,12,61.3,178,1,1,0,3.2,3.2,74.4,0,0,0.00,5.7,4.94,4.94,9.4,38.7,4,12,3.0,0,2,50.0,0,0,0,,0,,,0,,66,100.0,0,0.0,0,0.0,QB,LawrTr00"
"22,Kyler Murray,66,29,7,0,Sun,1,1,2025-09-07,28-031,ARI,@,NOR,W 20-13,21,29,8,72.4,163,2,0,0,6.9,0.0,108.8,5,33,14.71,5.6,7.00,5.00,7.8,41.2,7,38,5.4,0,3,42.9,0,0,0,,0,,,0,,66,100.0,0,0.0,0,0.0,QB,MurrKy00"
"23,Darius Slayton,66,0,0,1,Sun,1,1,2025-09-07,28-238,NYG,@,WAS,L 6-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,0,0,,0,0.0,0.0,0,0.0,66,97.1,0,0.0,0,0.0,WR,SlayDa01"
"24,Justin Herbert,65,34,7,0,Fri,1,1,2025-09-05,27-179,LAC,,KAN,W 27-21,25,34,9,73.5,318,3,0,0,8.8,0.0,131.7,3,14,8.11,9.4,11.12,9.84,12.7,56.8,7,32,4.6,0,1,42.9,0,0,0,,0,,,0,,65,100.0,0,0.0,0,0.0,QB,HerbJu00"
"25,Jameson Williams,65,0,1,5,Sun,1,1,2025-09-07,24-165,DET,@,GNB,L 13-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,0,0.0,5,4,23,5.8,0,80.0,4.6,2,40.0,65,97.0,0,0.0,0,0.0,WR,WillJa11"
