"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"1,Sam Darnold,84,44,2,0,Sun,10,11,2025-11-16,28-164,SEA,@,LAR,L 19-21,29,44,15,65.9,279,0,4,0,0.0,9.1,45.5,0,0,0.00,6.3,2.25,2.25,9.6,54.5,2,11,5.5,0,1,100.0,0,0,0,,0,,,0,,84,100.0,0,0.0,0,0.0,QB,DarnSa00"
"2,Bryce Young,80,45,1,0,Sun,11,11,2025-11-16,24-114,CAR,@,ATL,W 30-27 (OT),31,45,14,68.9,448,3,0,0,6.7,0.0,123.2,5,29,10.00,10.0,11.29,9.58,14.5,52.0,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,80,100.0,0,0.0,0,0.0,QB,YounBr01"
"3,Jacoby Brissett,79,57,2,0,Sun,10,11,2025-11-16,32-340,ARI,,SFO,L 22-41,47,57,10,82.5,452,2,2,0,3.5,3.5,96.8,0,0,0.00,7.9,7.05,7.05,9.6,59.6,2,-2,-1.0,0,1,50.0,0,0,0,,0,,,0,,79,100.0,0,0.0,0,0.0,QB,BrisJa00"
"4,Caleb Williams,75,32,4,0,Sun,10,11,2025-11-16,23-363,CHI,@,MIN,W 19-17,16,32,16,50.0,193,0,0,0,0.0,0.0,68.9,2,13,5.88,6.0,6.03,5.29,12.1,38.2,4,26,6.5,0,2,75.0,0,0,0,,0,,,0,,75,100.0,0,0.0,0,0.0,QB,WillCa03"
"5,AJ Barner,73,0,2,11,Sun,10,11,2025-11-16,23-197,SEA,@,LAR,L 19-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,1,0.5,0,1,50.0,11,10,70,7.0,0,90.9,6.4,4,63.6,73,86.9,0,0.0,0,0.0,TE,BarnAJ00"
"6,Jalen Hurts,72,28,10,0,Sun,10,11,2025-11-16,27-101,PHI,,DET,W 16-9,14,28,14,50.0,135,0,0,0,0.0,0.0,63.8,1,11,3.45,4.8,4.82,4.28,9.6,31.0,10,31,3.1,1,3,30.0,0,0,0,,0,,,0,,72,100.0,0,0.0,0,0.0,QB,HurtJa00"
"7,Jameis Winston,72,29,3,0,Sun,11,11,2025-11-16,31-314,NYG,,GNB,L 20-27,19,29,10,65.5,201,0,1,0,0.0,3.4,71.2,2,7,6.45,6.9,5.38,4.81,10.6,51.6,3,10,3.3,1,2,66.7,0,0,0,,0,,,0,,72,100.0,0,0.0,0,0.0,QB,WinsJa00"
"8,Patrick Mahomes,70,45,1,0,Sun,10,11,2025-11-16,30-060,KAN,@,DEN,L 19-22,29,45,16,64.4,276,1,1,0,2.2,2.2,79.5,3,27,6.25,6.1,5.58,4.67,9.5,41.7,1,3,3.0,0,0,0.0,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,MahoPa00"
"9,Trey McBride,70,0,0,11,Sun,10,11,2025-11-16,25-359,ARI,,SFO,L 22-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,10,115,11.5,1,90.9,10.5,5,63.6,70,88.6,0,0.0,0,0.0,TE,McBrTr01"
"10,Davis Mills,70,41,2,0,Sun,10,11,2025-11-16,27-026,HOU,@,TEN,W 16-13,26,41,15,63.4,274,1,0,0,2.4,0.0,90.9,4,34,8.89,6.7,7.17,5.78,10.5,42.2,2,14,7.0,0,0,50.0,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,MillDa02"
"11,Wan'Dale Robinson,70,0,0,9,Sun,11,11,2025-11-16,24-315,NYG,,GNB,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,4,36,9.0,0,44.4,4.0,1,44.4,70,97.2,0,0.0,0,0.0,WR,RobiWa01"
"12,DeVonta Smith,70,0,0,5,Sun,10,11,2025-11-16,27-002,PHI,,DET,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,1,8,8.0,0,20.0,1.6,0,0.0,70,97.2,0,0.0,0,0.0,WR,SmitDe07"
"13,Jaxon Smith-Njigba,70,0,1,12,Sun,10,11,2025-11-16,23-275,SEA,@,LAR,L 19-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,11,11.0,0,1,100.0,12,9,105,11.7,0,75.0,8.8,7,66.7,70,83.3,0,0.0,0,0.0,WR,SmitJa06"
"14,Baker Mayfield,69,28,5,0,Sun,10,11,2025-11-16,30-216,TAM,@,BUF,L 32-44,16,28,12,57.1,173,1,1,0,3.6,3.6,72.5,1,8,3.45,6.2,5.29,4.83,10.8,44.8,5,39,7.8,1,4,80.0,0,0,0,,0,,,0,,69,98.6,0,0.0,0,0.0,QB,MayfBa00"
"15,Tetairoa McMillan,69,0,0,12,Sun,11,11,2025-11-16,22-225,CAR,@,ATL,W 30-27 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,8,130,16.3,2,66.7,10.8,7,58.3,69,86.3,0,0.0,0,0.0,WR,McMiTe00"
"16,Cooper Kupp,68,0,0,7,Sun,10,11,2025-11-16,32-154,SEA,@,LAR,L 19-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,23,7.7,0,42.9,3.3,0,42.9,68,81.0,0,0.0,0,0.0,WR,KuppCo00"
"17,Cade Otton,68,0,0,5,Sun,10,11,2025-11-16,26-215,TAM,@,BUF,L 32-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,28,14.0,0,40.0,5.6,1,20.0,68,97.1,0,0.0,0,0.0,TE,OttoCa00"
"18,A.J. Brown,67,0,0,11,Sun,10,11,2025-11-16,28-139,PHI,,DET,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,7,49,7.0,0,63.6,4.5,2,27.3,67,93.1,0,0.0,0,0.0,WR,BrowAJ00"
"19,Drake Maye,67,34,4,0,Thu,11,11,2025-11-13,23-075,NWE,,NYJ,W 27-14,25,34,9,73.5,281,1,0,0,2.9,0.0,107.6,1,10,2.86,8.3,8.85,8.31,11.2,51.4,4,2,0.5,0,0,0.0,0,0,0,,0,,,0,,67,100.0,0,0.0,0,0.0,QB,MayeDr00"
"20,Dak Prescott,67,33,4,0,Mon,10,11,2025-11-17,32-111,DAL,@,LVR,W 33-16,25,33,8,75.8,268,4,0,0,12.1,0.0,138.6,1,1,2.94,8.1,10.55,10.21,10.7,58.8,4,-4,-1.0,0,0,0.0,0,0,0,,0,,,0,,67,100.0,0,0.0,0,0.0,QB,PresDa01"
"21,Rico Dowdle,66,0,19,7,Sun,11,11,2025-11-16,27-155,CAR,@,ATL,W 30-27 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,19,45,2.4,0,2,31.6,7,5,55,11.0,0,71.4,7.9,2,57.1,66,82.5,0,0.0,1,3.3,RB,DowdRi01"
"22,Emeka Egbuka,66,0,0,9,Sun,10,11,2025-11-16,23-033,TAM,@,BUF,L 32-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,40,8.0,0,55.6,4.4,1,55.6,66,94.3,0,0.0,0,0.0,WR,EgbuEm01"
"23,Joe Flacco,66,40,1,0,Sun,10,11,2025-11-16,40-304,CIN,@,PIT,L 12-34,23,40,17,57.5,199,1,1,0,2.5,2.5,68.6,1,7,2.44,5.0,4.35,4.07,8.7,39.0,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,66,100.0,0,0.0,0,0.0,QB,FlacJo00"
"24,Theo Johnson,66,0,0,4,Sun,11,11,2025-11-16,24-263,NYG,,GNB,L 20-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,36,12.0,0,75.0,9.0,2,50.0,66,91.7,0,0.0,0,0.0,TE,JohnTh00"
"25,Marcus Mariota,66,30,4,0,Sun,11,11,2025-11-16,32-017,WAS,@,MIA,L 13-16 (OT),20,30,10,66.7,213,1,1,0,3.3,3.3,84.4,1,6,3.23,7.1,6.27,5.87,10.7,54.8,4,49,12.3,0,1,50.0,0,0,0,,0,,,0,,66,98.5,0,0.0,0,0.0,QB,MariMa01"
"26,Dallas Goedert,65,0,0,5,Sun,10,11,2025-11-16,30-317,PHI,,DET,W 16-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,2,24,12.0,0,40.0,4.8,1,40.0,65,90.3,0,0.0,0,0.0,TE,GoedDa00"
"27,Michael Wilson,65,0,0,18,Sun,10,11,2025-11-16,25-266,ARI,,SFO,L 22-41,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,18,15,185,12.3,0,83.3,10.3,9,77.8,65,82.3,0,0.0,0,0.0,WR,WilsMi02"
"28,Ja'Marr Chase,64,0,0,10,Sun,10,11,2025-11-16,25-260,CIN,@,PIT,L 12-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,3,30,10.0,0,30.0,3.0,2,20.0,64,97.0,0,0.0,0,0.0,WR,ChasJa00"
"29,Hunter Henry,63,0,0,6,Thu,11,11,2025-11-13,30-341,NWE,,NYJ,W 27-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,4,45,11.3,0,66.7,7.5,2,33.3,63,94.0,0,0.0,0,0.0,TE,HenrHu00"
"30,Trevor Lawrence,63,22,5,0,Sun,10,11,2025-11-16,26-041,JAX,,LAC,W 35-6,14,22,8,63.6,153,1,1,0,4.5,4.5,80.3,0,0,0.00,7.0,5.82,5.82,10.9,63.6,5,9,1.8,1,1,40.0,0,0,0,,0,,,0,,63,88.7,0,0.0,0,0.0,QB,LawrTr00"
"31,Bo Nix,62,37,3,1,Sun,11,11,2025-11-16,25-264,DEN,,KAN,W 22-19,24,37,13,64.9,295,0,0,0,0.0,0.0,89.4,2,12,5.13,8.0,7.97,7.26,12.3,46.2,3,8,2.7,0,0,33.3,1,0,0,,0,0.0,0.0,0,0.0,62,100.0,0,0.0,0,0.0,QB,NixxBo00"
"32,Tee Higgins,61,0,0,8,Sun,10,11,2025-11-16,26-302,CIN,@,PIT,L 12-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,3,63,21.0,1,37.5,7.9,3,37.5,61,92.4,0,0.0,0,0.0,WR,HiggTe00"
"33,Lamar Jackson,61,25,4,0,Sun,10,11,2025-11-16,28-313,BAL,@,CLE,W 23-16,14,25,11,56.0,193,0,2,0,0.0,8.0,47.6,5,26,16.67,7.7,4.12,2.57,13.8,40.0,4,10,2.5,0,1,25.0,0,0,0,,0,,,0,,61,100.0,0,0.0,0,0.0,QB,JackLa00"
"34,Drake London,61,0,0,9,Sun,10,11,2025-11-16,24-115,ATL,,CAR,L 27-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,7,119,17.0,0,77.8,13.2,5,77.8,61,92.4,0,0.0,0,0.0,WR,LondDr00"
"35,Darnell Mooney,61,0,0,7,Sun,10,11,2025-11-16,28-018,ATL,,CAR,L 27-30 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,3,34,11.3,0,42.9,4.9,2,28.6,61,92.4,0,0.0,0,0.0,WR,MoonDa00"
"36,D.J. Moore,61,0,1,3,Sun,10,11,2025-11-16,28-216,CHI,@,MIN,W 19-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,1,100.0,3,1,18,18.0,0,33.3,6.0,1,33.3,61,81.3,0,0.0,0,0.0,WR,MoorD.00"
"37,Geno Smith,60,42,4,0,Mon,10,11,2025-11-17,35-038,LVR,,DAL,L 16-33,27,42,15,64.3,238,1,1,0,2.4,2.4,77.3,4,29,8.70,5.7,5.07,4.00,8.8,43.5,4,14,3.5,0,1,50.0,0,0,0,,0,,,0,,60,100.0,0,0.0,0,0.0,QB,SmitGe00"
"38,Nico Collins,59,0,0,10,Sun,10,11,2025-11-16,26-242,HOU,@,TEN,W 16-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,9,92,10.2,1,90.0,9.2,7,80.0,59,84.3,0,0.0,0,0.0,WR,CollNi00"
