"Rk,Player,OffSnp,Att,Att,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999"
"1,Dak Prescott,82,47,3,0,Thu,13,14,2025-12-04,32-128,DAL,@,DET,L 30-44,31,47,16,66.0,376,1,2,0,2.1,4.3,79.7,5,50,9.62,8.0,6.51,4.92,12.1,42.3,3,14,4.7,0,2,66.7,0,0,0,,0,,,0,,82,100.0,0,0.0,0,0.0,QB,PresDa01"
"2,Lamar Jackson,80,35,7,0,Sun,13,14,2025-12-07,28-334,BAL,,PIT,L 22-27,19,35,16,54.3,219,1,1,0,2.9,2.9,71.0,2,16,5.41,6.3,5.54,4.81,11.5,40.5,7,43,6.1,1,3,71.4,0,0,0,,0,,,0,,80,100.0,0,0.0,0,0.0,QB,JackLa00"
"3,Zay Flowers,74,0,1,11,Sun,13,14,2025-12-07,25-087,BAL,,PIT,L 22-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,2,2.0,0,0,0.0,11,8,124,15.5,0,72.7,11.3,4,54.5,74,92.5,0,0.0,0,0.0,WR,FlowZa00"
"4,Justin Herbert,74,26,10,0,Mon,13,14,2025-12-08,27-273,LAC,,PHI,W 22-19 (OT),12,26,14,46.2,139,1,1,0,3.8,3.8,59.6,7,33,21.21,5.3,4.38,2.45,11.6,30.3,10,66,6.6,0,4,60.0,0,0,0,,0,,,0,,74,100.0,0,0.0,0,0.0,QB,HerbJu00"
"5,Baker Mayfield,74,30,6,0,Sun,13,14,2025-12-07,30-237,TAM,,NOR,L 20-24,14,30,16,46.7,122,1,1,0,3.3,3.3,55.1,0,0,0.00,4.1,3.23,3.23,8.7,26.7,6,42,7.0,0,3,50.0,0,0,0,,0,,,0,,74,100.0,0,0.0,0,0.0,QB,MayfBa00"
"6,Bo Nix,74,38,3,0,Sun,13,14,2025-12-07,25-285,DEN,@,LVR,W 24-17,31,38,7,81.6,212,0,0,0,0.0,0.0,89.9,3,8,7.32,5.6,5.58,4.98,6.8,58.5,3,15,5.0,1,1,66.7,0,0,0,,0,,,0,,74,100.0,0,0.0,0,0.0,QB,NixxBo00"
"7,Jalen Hurts,71,40,4,0,Mon,13,14,2025-12-08,27-123,PHI,@,LAC,L 19-22 (OT),21,40,19,52.5,240,0,4,0,0.0,10.0,31.2,1,9,2.44,6.0,1.50,1.24,11.4,34.1,4,8,2.0,0,0,25.0,0,0,0,,0,,,0,,71,100.0,0,0.0,0,0.0,QB,HurtJa00"
"8,C.J. Stroud,70,31,2,0,Sun,13,14,2025-12-07,24-065,HOU,@,KAN,W 20-10,15,31,16,48.4,203,1,0,0,3.2,0.0,80.4,3,17,8.82,6.5,7.19,6.06,13.5,32.4,2,5,2.5,0,1,50.0,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,StroCJ00"
"9,Caleb Williams,70,35,4,0,Sun,13,14,2025-12-07,24-019,CHI,@,GNB,L 21-28,19,35,16,54.3,186,2,1,0,5.7,2.9,76.6,1,9,2.78,5.3,5.17,4.78,9.8,38.9,4,15,3.8,0,2,75.0,0,0,0,,0,,,0,,70,100.0,0,0.0,0,0.0,QB,WillCa03"
"10,Rashod Bateman,69,0,0,3,Sun,13,14,2025-12-07,26-008,BAL,,PIT,L 22-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,23,11.5,0,66.7,7.7,2,66.7,69,86.3,0,0.0,0,0.0,WR,BateRa00"
"11,A.J. Brown,69,0,0,13,Mon,13,14,2025-12-08,28-161,PHI,@,LAC,L 19-22 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,13,6,100,16.7,0,46.2,7.7,5,38.5,69,97.2,0,0.0,0,0.0,WR,BrowAJ00"
"12,George Pickens,69,0,0,9,Thu,13,14,2025-12-04,24-275,DAL,@,DET,L 30-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,37,7.4,0,55.6,4.1,2,44.4,69,84.1,0,0.0,0,0.0,WR,PickGe00"
"13,DeVonta Smith,69,0,0,8,Mon,13,14,2025-12-08,27-024,PHI,@,LAC,L 19-22 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,37,9.3,0,50.0,4.6,1,12.5,69,97.2,0,0.0,0,0.0,WR,SmitDe07"
"14,Shedeur Sanders,67,42,3,0,Sun,13,14,2025-12-07,23-303,CLE,,TEN,L 29-31,23,42,19,54.8,364,3,1,0,7.1,2.4,97.7,2,13,4.55,8.7,9.02,8.32,15.8,40.9,3,29,9.7,1,2,100.0,0,0,0,,0,,,0,,67,97.1,0,0.0,0,0.0,QB,SandSh00"
"15,Jake Ferguson,66,0,0,7,Thu,13,14,2025-12-04,26-320,DAL,@,DET,L 30-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,58,11.6,0,71.4,8.3,2,28.6,66,80.5,0,0.0,0,0.0,TE,FergJa00"
"16,Dallas Goedert,66,0,0,10,Mon,13,14,2025-12-08,30-339,PHI,@,LAC,L 19-22 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,8,78,9.8,0,80.0,7.8,5,70.0,66,93.0,0,0.0,0,0.0,TE,GoedDa00"
"17,Cam Ward,66,28,2,0,Sun,13,14,2025-12-07,23-196,TEN,@,CLE,W 31-29,14,28,14,50.0,117,2,1,0,7.1,3.6,70.1,1,9,3.45,4.2,4.00,3.55,8.4,34.5,2,4,2.0,0,1,50.0,0,0,0,,0,,,0,,66,100.0,0,0.0,0,0.0,QB,WardCa00"
"18,Emeka Egbuka,65,0,0,9,Sun,13,14,2025-12-07,23-054,TAM,,NOR,L 20-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,2,15,7.5,0,22.2,1.7,0,22.2,65,87.8,0,0.0,0,0.0,WR,EgbuEm01"
"19,Tyler Warren,65,0,1,6,Sun,13,14,2025-12-07,23-197,IND,@,JAX,L 19-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,2,2.0,0,1,100.0,6,2,15,7.5,0,33.3,2.5,1,16.7,65,92.9,0,0.0,0,0.0,TE,WarrTy00"
"20,Javonte Williams,65,0,17,4,Thu,13,14,2025-12-04,25-223,DAL,@,DET,L 30-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,17,67,3.9,1,5,58.8,4,2,0,0.0,0,50.0,0.0,0,25.0,65,79.3,0,0.0,0,0.0,RB,WillJa10"
"21,Josh Allen,64,28,9,0,Sun,13,14,2025-12-07,29-200,BUF,,CIN,W 39-34,22,28,6,78.6,251,3,0,0,10.7,0.0,139.7,3,18,9.68,9.0,11.11,9.45,11.4,58.1,9,78,8.7,1,4,55.6,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,AlleJo02"
"22,Kirk Cousins,64,30,0,0,Sun,13,14,2025-12-07,37-110,ATL,,SEA,L 9-37,15,30,15,50.0,162,0,2,0,0.0,6.7,38.5,1,8,3.23,5.4,2.40,2.06,10.8,32.3,0,0,,0,0,,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,CousKi00"
"23,Patrick Mahomes,64,33,7,1,Sun,13,14,2025-12-07,30-081,KAN,,HOU,L 10-20,14,33,19,42.4,160,0,3,0,0.0,9.1,19.8,2,12,5.71,4.8,0.76,0.37,11.4,34.3,7,59,8.4,0,1,57.1,1,1,-10,-10.0,0,100.0,-10.0,0,0.0,64,100.0,0,0.0,0,0.0,QB,MahoPa00"
"24,J.J. McCarthy,64,23,6,0,Sun,13,14,2025-12-07,22-321,MIN,,WAS,W 31-0,16,23,7,69.6,163,3,0,0,13.0,0.0,129.2,4,12,14.81,7.1,9.70,7.81,10.2,51.9,6,19,3.2,0,2,33.3,0,0,0,,0,,,0,,64,100.0,0,0.0,0,0.0,QB,McCaJJ00"
"25,Ladd McConkey,64,0,0,5,Mon,13,14,2025-12-08,24-027,LAC,,PHI,W 22-19 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,1,12,12.0,0,20.0,2.4,1,20.0,64,86.5,0,0.0,1,2.9,WR,McCoLa00"
"26,Jacoby Brissett,62,44,4,0,Sun,13,14,2025-12-07,32-361,ARI,,LAR,L 17-45,25,44,19,56.8,271,2,1,0,4.5,2.3,80.8,3,8,6.38,6.2,6.05,5.49,10.8,38.3,4,22,5.5,0,1,75.0,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,BrisJa00"
"27,Harold Fannin,62,0,0,11,Sun,13,14,2025-12-07,21-140,CLE,,TEN,L 29-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,11,8,114,14.3,1,72.7,10.4,5,54.5,62,89.9,0,0.0,7,20.0,TE,FannHa00"
"28,Jared Goff,62,34,2,0,Thu,13,14,2025-12-04,31-051,DET,,DAL,W 44-30,25,34,9,73.5,309,1,0,0,2.9,0.0,111.0,1,10,2.86,9.1,9.68,9.11,12.4,51.4,2,-2,-1.0,0,0,0.0,0,0,0,,0,,,0,,62,100.0,0,0.0,0,0.0,QB,GoffJa00"
"29,Jerry Jeudy,61,0,0,5,Sun,13,14,2025-12-07,26-227,CLE,,TEN,L 29-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,76,25.3,1,60.0,15.2,2,40.0,61,88.4,0,0.0,0,0.0,WR,JeudJe00"
"30,Woody Marks,61,0,26,3,Sun,13,14,2025-12-07,24-343,HOU,@,KAN,W 20-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,26,68,2.6,0,3,38.5,3,2,8,4.0,1,66.7,2.7,1,33.3,61,87.1,0,0.0,0,0.0,RB,MarkWo00"
"31,Michael Pittman Jr.,61,0,0,12,Sun,13,14,2025-12-07,28-063,IND,@,JAX,L 19-36,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,9,79,8.8,0,75.0,6.6,5,50.0,61,87.1,0,0.0,1,3.7,WR,PittMi01"
"32,Joe Burrow,60,36,0,0,Sun,13,14,2025-12-07,28-362,CIN,@,BUF,L 34-39,25,36,11,69.4,284,4,2,0,11.1,5.6,106.7,1,8,2.70,7.9,7.61,7.19,11.4,62.2,0,0,,0,0,,0,0,0,,0,,,0,,60,100.0,0,0.0,0,0.0,QB,BurrJo01"
"33,Ja'Marr Chase,60,0,1,8,Sun,13,14,2025-12-07,25-281,CIN,@,BUF,L 34-39,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,8,8.0,0,0,100.0,8,5,44,8.8,0,62.5,5.5,3,62.5,60,100.0,0,0.0,0,0.0,WR,ChasJa00"
"34,Trey McBride,60,0,0,9,Sun,13,14,2025-12-07,26-015,ARI,,LAR,L 17-45,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,58,11.6,0,55.6,6.4,2,33.3,60,96.8,0,0.0,0,0.0,TE,McBrTr01"
"35,Cade Otton,60,0,0,4,Sun,13,14,2025-12-07,26-236,TAM,,NOR,L 20-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,19,6.3,0,75.0,4.8,0,50.0,60,81.1,0,0.0,0,0.0,TE,OttoCa00"
