Rank,Player,Team,Pos.,PPR,Std,Age,PassAtt,PassYds,PassTD,Int,Rec,RecYds,RecTD,RushAtt,RushYds,RushTD
343,Eli Heidenreich,PIT,RB,162.2,135.2,23.0,0.0,0.0,0.0,0.0,27.0,175.0,2.0,144.0,637.0,7.0
344,Pat Freiermuth,PIT,TE,89.5,62.5,27.0,0.0,0.0,0.0,0.0,27.0,385.0,4.0,0.0,0.0,0.0
345,Darnell Washington,PIT,TE,70.7,43.7,25.0,0.0,0.0,0.0,0.0,27.0,317.0,2.0,0.0,0.0,0.0
346,Robert Tonyan,PIT,TE,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,D.K. Metcalf,PIT,WR,179.5,126.5,28.0,0.0,0.0,0.0,0.0,53.0,753.0,6.0,0.0,32.0,2.0
348,Michael Pittman Jr.,PIT,WR,158.3,91.3,28.0,0.0,0.0,0.0,0.0,67.0,613.0,5.0,0.0,0.0,0.0
349,Germie Bernard,PIT,WR,112.9,72.9,22.0,0.0,0.0,0.0,0.0,40.0,474.0,4.0,0.0,15.0,0.0
350,Roman Wilson,PIT,WR,46.1,33.1,25.0,0.0,0.0,0.0,0.0,13.0,211.0,2.0,0.0,0.0,0.0
351,Kaden Wetjen,PIT,WR,101.0,61.0,24.0,0.0,0.0,0.0,0.0,40.0,476.0,2.0,0.0,14.0,0.0
352,Sam Darnold,SEA,QB,276.88000000000005,276.88000000000005,29.0,468.0,4177.0,31.0,15.0,0.0,0.0,0.0,32.0,158.0,0.0
353,Drew Lock,SEA,QB,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Jadarian Price,SEA,RB,167.7,137.7,22.0,0.0,0.0,0.0,0.0,30.0,196.0,2.0,144.0,641.0,7.0
355,Zach Charbonnet,SEA,RB,177.5,162.5,25.0,0.0,0.0,0.0,0.0,15.0,164.0,0.0,181.0,741.0,12.0
356,Emanuel Wilson,SEA,RB,96.1,81.1,27.0,0.0,0.0,0.0,0.0,15.0,103.0,0.0,129.0,528.0,3.0
357,AJ Barner,SEA,TE,147.2,103.2,24.0,0.0,0.0,0.0,0.0,44.0,474.0,7.0,16.0,18.0,2.0
358,Elijah Arroyo,SEA,TE,49.7,34.7,23.0,0.0,0.0,0.0,0.0,15.0,227.0,2.0,0.0,0.0,0.0
359,Eric Saubert,SEA,TE,20.9,5.9,32.0,0.0,0.0,0.0,0.0,15.0,59.0,0.0,0.0,0.0,0.0
360,Jaxon Smith-Njigba,SEA,WR,316.9,213.9,24.0,0.0,0.0,0.0,0.0,103.0,1551.0,9.0,16.0,48.0,0.0
361,Rashid Shaheed,SEA,WR,81.1,51.1,27.0,0.0,0.0,0.0,0.0,30.0,298.0,2.0,16.0,93.0,0.0
362,Cooper Kupp,SEA,WR,118.2,74.2,33.0,0.0,0.0,0.0,3.0,44.0,562.0,4.0,0.0,0.0,0.0
363,Tory Horton,SEA,WR,93.5,63.5,23.0,0.0,0.0,0.0,0.0,30.0,335.0,5.0,0.0,0.0,0.0
364,Cody White,SEA,WR,30.4,30.4,27.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,0.0,0.0,0.0
365,Brock Purdy,SFO,QB,359.2,359.2,26.0,496.0,4305.0,38.0,16.0,0.0,0.0,0.0,53.0,250.0,7.0
366,Mac Jones,SFO,QB,17.740000000000002,17.740000000000002,27.0,40.0,331.0,1.0,1.0,0.0,0.0,0.0,8.0,25.0,0.0
367,Christian McCaffrey,SFO,RB,359.5,283.5,30.0,0.0,0.0,0.0,0.0,76.0,683.0,6.0,288.0,1132.0,11.0
368,Kaelon Black,SFO,RB,159.5,134.5,24.0,0.0,0.0,0.0,0.0,25.0,165.0,2.0,144.0,640.0,7.0
369,Zamir White,SFO,RB,29.1,16.1,26.0,0.0,0.0,0.0,0.0,13.0,64.0,0.0,32.0,97.0,0.0
370,George Kittle,SFO,TE,190.9,126.9,32.0,0.0,0.0,0.0,0.0,64.0,729.0,9.0,0.0,0.0,0.0
371,Jake Tonges,SFO,TE,91.5,63.5,27.0,0.0,0.0,0.0,0.0,28.0,275.0,6.0,0.0,0.0,0.0
372,Luke Farrell,SFO,TE,32.6,19.6,28.0,0.0,0.0,0.0,0.0,13.0,76.0,2.0,0.0,0.0,0.0
373,Deebo Samuel,SFO,WR,175.2,117.2,30.0,0.0,0.0,0.0,0.0,58.0,589.0,5.0,16.0,103.0,3.0
374,Mike Evans,SFO,WR,132.7,81.7,33.0,0.0,0.0,0.0,0.0,51.0,577.0,4.0,0.0,0.0,0.0
375,De'Zhaun Stribling,SFO,WR,107.9,69.9,23.0,0.0,0.0,0.0,0.0,38.0,447.0,4.0,0.0,12.0,0.0
376,Ricky Pearsall,SFO,WR,125.7,74.7,25.0,0.0,0.0,0.0,0.0,51.0,747.0,0.0,0.0,0.0,0.0
377,Christian Kirk,SFO,WR,61.5,36.5,29.0,0.0,0.0,0.0,0.0,25.0,245.0,2.0,0.0,0.0,0.0
378,Baker Mayfield,TAM,QB,317.76,317.76,31.0,565.0,4194.0,32.0,13.0,0.0,0.0,0.0,48.0,360.0,2.0
379,Jake Browning,TAM,QB,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Bucky Irving,TAM,RB,224.1,183.1,24.0,0.0,0.0,0.0,0.0,41.0,398.0,5.0,272.0,953.0,3.0
381,Kenneth Gainwell,TAM,RB,212.60000000000002,157.60000000000002,27.0,0.0,0.0,0.0,0.0,55.0,397.0,4.0,112.0,519.0,7.0
382,Sean Tucker,TAM,RB,118.89999999999999,104.89999999999999,24.0,0.0,0.0,0.0,0.0,14.0,41.0,2.0,96.0,348.0,9.0
383,Cade Otton,TAM,TE,116.6,61.6,27.0,0.0,0.0,0.0,0.0,55.0,496.0,2.0,0.0,0.0,0.0
384,Devin Culp,TAM,TE,13.4,13.4,26.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
385,Bauer Sharp,TAM,TE,68.7,41.7,23.0,0.0,0.0,0.0,0.0,27.0,297.0,2.0,0.0,0.0,0.0
386,Emeka Egbuka,TAM,WR,168.5,113.5,23.0,0.0,0.0,0.0,0.0,55.0,759.0,6.0,0.0,16.0,0.0
387,Chris Godwin,TAM,WR,133.8,78.8,30.0,0.0,0.0,0.0,0.0,55.0,548.0,4.0,0.0,0.0,0.0
388,Tez Johnson,TAM,WR,94.30000000000001,67.30000000000001,24.0,0.0,0.0,0.0,0.0,27.0,341.0,5.0,16.0,32.0,0.0
389,Jalen McMillan,TAM,WR,107.3,66.3,24.0,0.0,0.0,0.0,0.0,41.0,663.0,0.0,0.0,0.0,0.0
390,David Sills V,TAM,WR,61.8,34.8,30.0,0.0,0.0,0.0,0.0,27.0,228.0,2.0,0.0,0.0,0.0
391,Cam Ward,TEN,QB,262.5,262.5,24.0,588.0,3890.0,22.0,8.0,0.0,0.0,0.0,32.0,169.0,3.0
392,Mitchell Trubisky,TEN,QB,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Tony Pollard,TEN,RB,183.5,157.5,29.0,0.0,0.0,0.0,0.0,26.0,193.0,0.0,224.0,1022.0,6.0
394,Tyjae Spears,TEN,RB,125.6,83.6,25.0,0.0,0.0,0.0,0.0,42.0,283.0,0.0,93.0,373.0,3.0
395,Nicholas Singleton,TEN,RB,161.0,135.0,22.0,0.0,0.0,0.0,0.0,26.0,168.0,2.0,144.0,642.0,7.0
396,Gunnar Helm,TEN,TE,86.1,47.1,23.0,0.0,0.0,0.0,0.0,39.0,291.0,3.0,0.0,0.0,0.0
397,Daniel Bellinger,TEN,TE,52.0,39.0,25.0,0.0,0.0,0.0,0.0,13.0,270.0,2.0,0.0,0.0,0.0
398,David Martin-Robinson,TEN,TE,15.9,15.9,26.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0
399,Wan'Dale Robinson,TEN,WR,186.2,108.19999999999999,25.0,0.0,0.0,0.0,0.0,78.0,826.0,4.0,0.0,16.0,0.0
400,Carnell Tate,TEN,WR,110.6,71.6,21.0,0.0,0.0,0.0,0.0,39.0,465.0,4.0,0.0,11.0,0.0
401,Elic Ayomanor,TEN,WR,110.6,71.6,23.0,0.0,0.0,0.0,0.0,39.0,416.0,5.0,0.0,0.0,0.0
402,Chimere Dike,TEN,WR,87.5,48.5,23.0,0.0,0.0,0.0,0.0,39.0,333.0,2.0,16.0,32.0,0.0
403,Calvin Ridley,TEN,WR,86.2,57.2,31.0,0.0,0.0,0.0,0.0,29.0,572.0,0.0,0.0,0.0,0.0
404,Jayden Daniels,WSH,QB,309.64,309.64,25.0,422.0,3276.0,28.0,8.0,0.0,0.0,0.0,105.0,526.0,5.0
405,Marcus Mariota,WSH,QB,30.82,30.82,32.0,30.0,258.0,2.0,1.0,0.0,0.0,0.0,14.0,85.0,1.0
406,Jacory Croskey-Merritt,WSH,RB,161.70000000000002,148.70000000000002,25.0,0.0,0.0,0.0,0.0,13.0,63.0,0.0,160.0,764.0,11.0
407,Rachaad White,WSH,RB,132.2,107.19999999999999,27.0,0.0,0.0,0.0,0.0,25.0,164.0,0.0,128.0,608.0,5.0
408,Kaytron Allen,WSH,RB,153.4,128.4,23.0,0.0,0.0,0.0,0.0,25.0,165.0,1.0,144.0,639.0,7.0
409,Chig Okonkwo,WSH,TE,115.0,83.0,26.0,0.0,0.0,0.0,0.0,32.0,410.0,7.0,0.0,0.0,0.0
410,John Bates,WSH,TE,29.1,16.1,28.0,0.0,0.0,0.0,0.0,13.0,101.0,1.0,0.0,0.0,0.0
411,Ben Sinnott,WSH,TE,31.3,18.3,24.0,0.0,0.0,0.0,0.0,13.0,123.0,1.0,0.0,0.0,0.0
412,Terry McLaurin,WSH,WR,146.4,96.4,30.0,0.0,0.0,0.0,0.0,50.0,724.0,4.0,0.0,0.0,0.0
413,Stefon Diggs,WSH,WR,161.0,98.0,32.0,0.0,0.0,0.0,0.0,63.0,740.0,4.0,0.0,0.0,0.0
414,Luke McCaffrey,WSH,WR,71.6,58.6,25.0,0.0,0.0,0.0,0.0,13.0,346.0,4.0,0.0,0.0,0.0
415,Treylon Burks,WSH,WR,58.6,45.6,26.0,0.0,0.0,0.0,0.0,13.0,216.0,4.0,0.0,0.0,0.0
416,Antonio Williams,WSH,WR,95.80000000000001,57.800000000000004,22.0,0.0,0.0,0.0,0.0,38.0,447.0,2.0,0.0,11.0,0.0
