Player,Team,Pos.,G,PassAtt,PassAttStDev,Cmp,IndComp%,CompStDev,TeamComp%,PassYds,PassYdsStDev,PassYds%,PassTD,PassTDStDev,PassTD%,Int,IntStDev,Int%,Tgt,TgtStDev,Rec,IndCatch%,CatStDev,TmCatch%,RecYds,RecYdsStDev,RecYds%,RecTD,RecTDStDev,RecTD%,RushAtt,RushStDev,Rush%,RushYds,RushYdsStDev,RushYds%,RushTD,RushTDStDev,RushTD%,Opp,Week
Eric Saubert,SEA,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.027777777777777776,-10,7.0710678118654755,-0.022988505747126436,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,WSH,3
Erick All,CIN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,2,0.6666666666666666,1.4142135623730951,0.044444444444444446,5,3.5355339059327378,0.010845986984815618,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PIT,3
Evan Engram,DEN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,2.8284271247461903,5,0.8333333333333334,2.1213203435596424,0.1282051282051282,60,18.384776310850235,0.1431980906921241,1,0.7071067811865476,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAR,3
Feleipe Franks,CAR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CLE,3
Foster Moreau,HOU,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,4,1.0,0.0,0.07142857142857142,49,13.435028842544403,0.07814992025518341,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,IND,3
Frank Gore Jr.,BUF,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,0.017543859649122806,3,2.1213203435596424,0.010380622837370242,0,0.0,0.0,LAC,3
Garrett Wilson,NYJ,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,0.0,11,0.7857142857142857,0.7071067811865476,0.2391304347826087,136,15.556349186104045,0.2943722943722944,1,0.7071067811865476,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DET,3
Gary Jennings Jr,LAC,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,BUF,3
Gavin Bartholomew,MIN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,TAM,3
Geno Smith,NYJ,QB,2,65,12.020815280171307,46,0.7076923076923077,5.656854249492381,0.7076923076923077,462,22.627416997969522,1.0,1,0.7071067811865476,1.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,0.7071067811865476,0.16666666666666666,24,7.0710678118654755,0.1095890410958904,0,0.0,0.0,DET,3
George Holani,SEA,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,1,0.5,0.7071067811865476,0.027777777777777776,2,1.4142135623730951,0.004597701149425287,0,0.0,0.0,12,2.8284271247461903,0.1935483870967742,42,11.313708498984761,0.16216216216216217,0,0.0,0.0,WSH,3
George Kittle,SFO,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,0.7071067811865476,6,0.6666666666666666,1.4142135623730951,0.13636363636363635,92,48.08326112068523,0.18775510204081633,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,ARI,3
George Pickens,DAL,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,1.4142135623730951,9,0.6428571428571429,2.1213203435596424,0.1875,68,8.48528137423857,0.14977973568281938,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,BAL,3
Germie Bernard,PIT,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,5.656854249492381,4,0.5,2.8284271247461903,0.0851063829787234,35,24.748737341529164,0.0857843137254902,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CIN,3
Greg Dortch,BUF,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAC,3
Greg Dulcich,MIA,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,4,0.8,0.0,0.13793103448275862,35,0.7071067811865476,0.08393285371702638,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,KAN,3
Gunnar Helm,TEN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,2.1213203435596424,6,0.8571428571428571,1.4142135623730951,0.1875,41,10.606601717798213,0.12693498452012383,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYG,3
Harold Fannin,CLE,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,2.1213203435596424,7,0.7777777777777778,2.1213203435596424,0.175,75,23.33452377915607,0.16930022573363432,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CAR,3
Hunter Henry,NWE,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,1.4142135623730951,6,0.75,0.0,0.16216216216216217,66,9.899494936611665,0.17098445595854922,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,JAX,3
Hunter Long,ARI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SFO,3
Hunter Luepke,DAL,FB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.05128205128205128,8,4.242640687119285,0.05925925925925926,0,0.0,0.0,BAL,3
Ian Thomas,LVR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.025,11,7.7781745930520225,0.026634382566585957,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Isaac TeSlaa,DET,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,2.8284271247461903,2,0.3333333333333333,1.4142135623730951,0.038461538461538464,26,18.384776310850235,0.04878048780487805,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYJ,3
Isaiah Bond,CLE,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.025,10,7.0710678118654755,0.022573363431151242,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CAR,3
Isaiah Davis,NYJ,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DET,3
Isaiah Likely,NYG,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,18,1.4142135623730951,13,0.7222222222222222,2.1213203435596424,0.35135135135135137,111,31.81980515339464,0.3074792243767313,2,1.4142135623730951,0.6666666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,TEN,3
Isaiah Williams,NYJ,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,3.5355339059327378,7,1.0,3.5355339059327378,0.15217391304347827,41,19.091883092036785,0.08874458874458875,0,0.0,0.0,1,0.7071067811865476,0.015151515151515152,14,9.899494936611665,0.0639269406392694,0,0.0,0.0,DET,3
J. Michael Sturdivant,GNB,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,ATL,3
J.K. Dobbins,DEN,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,18,1.4142135623730951,0.4186046511627907,72,0.0,0.43636363636363634,0,0.0,0.0,LAR,3
Ja'Kobi Lane,BAL,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,0,1,0.3333333333333333,0,0.058823529411764705,11,0,0.033950617283950615,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,DAL,3
Ja'Marr Chase,CIN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,3.5355339059327378,9,0.6923076923076923,3.5355339059327378,0.2,87,44.54772721475249,0.18872017353579176,2,1.4142135623730951,0.6666666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PIT,3
Jack Bech,LVR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,1.4142135623730951,5,0.8333333333333334,0.7071067811865476,0.125,48,1.4142135623730951,0.1162227602905569,1,0.7071067811865476,0.16666666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Jack Endries,CIN,TE,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,PIT,3
Jack Strand,ATL,QB,1,15,0,8,0.5333333333333333,0,0.25,59,0,0.4068965517241379,0,0,0.0,1,0,0.3333333333333333,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0625,16,0,0.10191082802547771,0,0,0.0,GNB,3
Jackson Hawes,BUF,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAC,3
Jackson Meeks,DET,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYJ,3
Jacob Cowing,SFO,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,ARI,3
Jacob Saylors,DET,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYJ,3
Jacoby Brissett,ARI,QB,2,65,6.363961030678928,44,0.676923076923077,7.0710678118654755,0.676923076923077,372,128.69343417595164,1.0,2,0.0,1.0,1,0.7071067811865476,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,3.5355339059327378,0.13725490196078433,21,4.949747468305833,0.11290322580645161,0,0.0,0.0,SFO,3
Jacory Croskey-Merritt,WSH,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,2,1.0,0.0,0.04878048780487805,-2,8.48528137423857,-0.005390835579514825,0,0.0,0.0,28,2.8284271247461903,0.4375,106,14.142135623730951,0.3375796178343949,1,0.7071067811865476,1.0,SEA,3
Jadarian Price,SEA,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,3,0.75,0.7071067811865476,0.08333333333333333,14,1.4142135623730951,0.03218390804597701,0,0.0,0.0,23,2.1213203435596424,0.3709677419354839,104,0.0,0.4015444015444015,0,0.0,0.0,WSH,3
Jahan Dotson,ATL,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,0.0,3,0.375,0.7071067811865476,0.1,30,5.656854249492381,0.10416666666666667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,GNB,3
Jahdae Walker,CHI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.024390243902439025,1,0.7071067811865476,0.0021691973969631237,1,0.7071067811865476,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PHI,3
Jahmyr Gibbs,DET,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,2.1213203435596424,11,0.8461538461538461,0.7071067811865476,0.21153846153846154,91,21.920310216782973,0.17073170731707318,1,0.7071067811865476,0.16666666666666666,45,9.192388155425117,0.8490566037735849,208,73.53910524340094,0.9004329004329005,2,1.4142135623730951,1.0,NYJ,3
Jake Briningstool,KAN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.02127659574468085,9,6.363961030678928,0.015901060070671377,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,MIA,3
Jake Ferguson,DAL,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,1.4142135623730951,6,1.0,1.4142135623730951,0.125,49,26.16295090390226,0.10792951541850221,2,1.4142135623730951,0.3333333333333333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,BAL,3
Jake Tonges,SFO,TE,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,ARI,3
Jakobi Meyers,JAX,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,3,1.0,0.7071067811865476,0.08571428571428572,68,8.48528137423857,0.15668202764976957,1,0.7071067811865476,0.25,1,0.7071067811865476,0.017857142857142856,2,1.4142135623730951,0.00904977375565611,0,0.0,0.0,NWE,3
Jaleel McLaughlin,CLE,RB,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.043478260869565216,3,0,0.06818181818181818,0,0,0.0,CAR,3
Jalen Brooks,ARI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SFO,3
Jalen Coker,CAR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,18,0.0,16,0.8888888888888888,0.0,0.34782608695652173,204,50.91168824543142,0.3148148148148148,2,1.4142135623730951,0.3333333333333333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CLE,3
Jalen Hurts,PHI,QB,2,62,8.48528137423857,40,0.6451612903225806,8.48528137423857,0.6451612903225806,467,43.1335136523794,1.0,5,0.7071067811865476,0.0,2,1.4142135623730951,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,1.4142135623730951,0.21052631578947367,62,21.213203435596427,0.27555555555555555,0,0.0,0.0,CHI,3
Jalen McMillan,TAM,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,MIN,3
Jalen Nailor,LVR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,1.4142135623730951,4,0.5,1.4142135623730951,0.1,36,12.727922061357855,0.08716707021791767,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Jalen Royals,KAN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.4142135623730951,2,1.0,1.4142135623730951,0.0425531914893617,6,4.242640687119285,0.01060070671378092,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,MIA,3
Jameis Winston,NYG,QB,1,27,0,11,0.4074074074074074,0,0.34375,111,0,0.8473282442748091,0,0,0.0,1,0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.09523809523809523,1,0,0.019230769230769232,0,0,0.0,TEN,3
James Cook,BUF,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.7071067811865476,4,0.5714285714285714,1.4142135623730951,0.1,16,5.656854249492381,0.027491408934707903,0,0.0,0.0,34,5.656854249492381,0.5964912280701754,192,55.154328932550705,0.6643598615916955,1,0.7071067811865476,0.2,LAC,3
Jameson Williams,DET,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,3.5355339059327378,6,0.46153846153846156,1.4142135623730951,0.11538461538461539,78,8.48528137423857,0.14634146341463414,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYJ,3
Jared Goff,DET,QB,2,77,0.7071067811865476,52,0.6753246753246753,0.0,0.6753246753246753,533,85.55992052357225,1.0,6,1.4142135623730951,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,0.09433962264150944,9,3.5355339059327378,0.03896103896103896,0,0.0,0.0,NYJ,3
Jared Wayne,HOU,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,4.242640687119285,3,0.375,0.7071067811865476,0.05357142857142857,45,14.849242404917497,0.07177033492822966,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,IND,3
Jauan Jennings,MIN,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,TAM,3
Javonte Williams,DAL,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,0.7071067811865476,8,0.8888888888888888,1.4142135623730951,0.16666666666666666,51,7.7781745930520225,0.11233480176211454,1,0.7071067811865476,0.16666666666666666,24,0.0,0.6153846153846154,71,7.7781745930520225,0.5259259259259259,1,0.7071067811865476,1.0,BAL,3
Jaxon Smith-Njigba,SEA,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22,0.0,17,0.7727272727272727,0.7071067811865476,0.4722222222222222,277,23.33452377915607,0.6367816091954023,4,1.4142135623730951,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,WSH,3
Jaxson Dart,NYG,QB,2,34,16.97056274847714,26,0.7647058823529411,14.142135623730951,0.4262295081967213,250,148.49242404917499,0.6925207756232687,3,2.1213203435596424,1.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,7.7781745930520225,0.1896551724137931,54,38.18376618407357,0.2488479262672811,0,0.0,0.0,TEN,3
Jayden Daniels,WSH,QB,2,51,12.020815280171307,29,0.5686274509803921,4.949747468305833,0.42028985507246375,260,48.08326112068523,0.7008086253369272,3,0.7071067811865476,0.75,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,1.4142135623730951,0.1875,100,26.870057685088806,0.3184713375796178,0,0.0,0.0,SEA,3
Jayden Reed,GNB,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,4.242640687119285,4,0.5,1.4142135623730951,0.10810810810810811,24,11.313708498984761,0.045112781954887216,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,ATL,3
Jaylen Waddle,DEN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,4.949747468305833,9,0.6923076923076923,4.949747468305833,0.23076923076923078,140,96.16652224137046,0.3341288782816229,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAR,3
Jaylen Warren,PIT,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,1.4142135623730951,7,0.7,2.1213203435596424,0.14893617021276595,61,4.949747468305833,0.14950980392156862,0,0.0,0.0,21,0.7071067811865476,0.4772727272727273,89,2.1213203435596424,0.5973154362416108,0,0.0,0.0,CIN,3
Jaylen Wright,MIA,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,0.06521739130434782,10,8.48528137423857,0.056818181818181816,0,0.0,0.0,KAN,3
Jaylin Lane,WSH,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.024390243902439025,4,2.8284271247461903,0.01078167115902965,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SEA,3
Jaylin Noel,HOU,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,2.1213203435596424,3,0.42857142857142855,0.7071067811865476,0.05357142857142857,84,15.556349186104045,0.1339712918660287,0,0.0,0.0,1,0.7071067811865476,0.02,13,9.192388155425117,0.07065217391304347,0,0.0,0.0,IND,3
Jelani Woods,NYJ,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DET,3
Jeremiyah Love,ARI,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.7071067811865476,5,0.7142857142857143,0.7071067811865476,0.11363636363636363,25,4.949747468305833,0.06720430107526881,0,0.0,0.0,20,1.4142135623730951,0.39215686274509803,70,8.48528137423857,0.3763440860215054,1,0.7071067811865476,1.0,SFO,3
Jeremy Ruckert,NYJ,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,3,1.0,0.7071067811865476,0.06521739130434782,9,0.7071067811865476,0.01948051948051948,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DET,3
Jerry Jeudy,CLE,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,2.1213203435596424,2,0.4,1.4142135623730951,0.05,26,18.384776310850235,0.05869074492099323,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CAR,3
Jimmy Horn,CAR,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CLE,3
Joe Burrow,CIN,QB,2,66,2.8284271247461903,45,0.6818181818181818,3.5355339059327378,0.6818181818181818,461,33.23401871576773,1.0,3,0.7071067811865476,1.0,1,0.7071067811865476,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,2.8284271247461903,0.12,19,14.849242404917497,0.09947643979057591,0,0.0,0.0,PIT,3
Joe Flacco,CIN,QB,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,PIT,3
John Bates,WSH,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,2,0.6666666666666666,1.4142135623730951,0.04878048780487805,13,9.192388155425117,0.03504043126684636,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SEA,3
John Metchie,CAR,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CLE,3
Johnny Mundt,PHI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,2,0.6666666666666666,1.4142135623730951,0.05,8,5.656854249492381,0.017130620985010708,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
Jonah Coleman,DEN,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,3,1.0,2.1213203435596424,0.07692307692307693,19,13.435028842544403,0.045346062052505964,0,0.0,0.0,10,7.0710678118654755,0.23255813953488372,39,27.577164466275352,0.23636363636363636,1,0.7071067811865476,0.0,LAR,3
Jonathan Mingo,DAL,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.020833333333333332,10,7.0710678118654755,0.022026431718061675,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,BAL,3
