Player,Team,Pos.,G,PassAtt,PassAttStDev,Cmp,IndComp%,CompStDev,TeamComp%,PassYds,PassYdsStDev,PassYds%,PassTD,PassTDStDev,PassTD%,Int,IntStDev,Int%,Tgt,TgtStDev,Rec,IndCatch%,CatStDev,TmCatch%,RecYds,RecYdsStDev,RecYds%,RecTD,RecTDStDev,RecTD%,RushAtt,RushStDev,Rush%,RushYds,RushYdsStDev,RushYds%,RushTD,RushTDStDev,RushTD%,Opp,Week
Chris Brooks,GNB,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,1,0.3333333333333333,0.7071067811865476,0.02702702702702703,15,10.606601717798213,0.02819548872180451,0,0.0,0.0,11,2.1213203435596424,0.28205128205128205,40,12.727922061357855,0.31007751937984496,0,0.0,0.0,ATL,3
Chris Godwin,TAM,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.7071067811865476,7,1.0,0.7071067811865476,0.1590909090909091,86,4.242640687119285,0.21608040201005024,0,0.0,0.0,2,0.0,0.044444444444444446,15,6.363961030678928,0.06637168141592921,0,0.0,0.0,MIN,3
Chris Manhertz,NYG,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,TEN,3
Chris Moore,BAL,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,2,0.4,0.0,0.05263157894736842,59,33.23401871576773,0.10554561717352415,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DAL,3
Chris Myarick,LVR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Chris Olave,NOR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,2.1213203435596424,18,0.782608695652174,1.4142135623730951,0.2903225806451613,268,67.88225099390856,0.40483383685800606,1,0.7071067811865476,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LVR,3
Chris Rodriguez,JAX,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,0.0,0.21428571428571427,36,7.0710678118654755,0.16289592760180996,0,0.0,0.0,NWE,3
Christian McCaffrey,SFO,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,2.8284271247461903,9,0.75,0.7071067811865476,0.20454545454545456,63,16.263455967290593,0.12857142857142856,0,0.0,0.0,20,0.0,0.3508771929824561,91,31.81980515339464,0.3382899628252788,2,1.4142135623730951,0.6666666666666666,ARI,3
Christian Watson,GNB,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,2.1213203435596424,10,0.5263157894736842,1.4142135623730951,0.2702702702702703,188,74.95331880577403,0.3533834586466165,3,0.7071067811865476,0.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,ATL,3
Chuba Hubbard,CAR,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,5,1.0,0.7071067811865476,0.10869565217391304,49,19.091883092036785,0.07561728395061729,2,0.0,0.3333333333333333,22,1.4142135623730951,0.5,102,2.8284271247461903,0.5284974093264249,1,0.7071067811865476,0.5,CLE,3
Cody White,LVR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,2,0.6666666666666666,1.4142135623730951,0.05,24,16.97056274847714,0.05811138014527845,2,1.4142135623730951,0.3333333333333333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Colbie Young,CIN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.022222222222222223,7,4.949747468305833,0.015184381778741865,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PIT,3
Colby Parkinson,LAR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,3,0.75,0.7071067811865476,0.07692307692307693,21,6.363961030678928,0.04242424242424243,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DEN,3
Cole Kmet,CHI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,1.4142135623730951,2,0.5,1.4142135623730951,0.04878048780487805,35,24.748737341529164,0.07592190889370933,1,0.7071067811865476,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PHI,3
Colson Yankoff,WSH,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.024390243902439025,14,9.899494936611665,0.03773584905660377,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SEA,3
Colston Loveland,CHI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,1,0.2,0.7071067811865476,0.024390243902439025,3,2.1213203435596424,0.006507592190889371,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PHI,3
Connor Heyward,LVR,FB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.030303030303030304,2,0.0,0.0106951871657754,0,0.0,0.0,NOR,3
Cooper Kupp,SEA,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,4,0.8,0.0,0.1111111111111111,55,10.606601717798213,0.12643678160919541,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,WSH,3
Cooper Rush,ATL,QB,2,39,3.5355339059327378,22,0.5641025641025641,1.4142135623730951,0.4074074074074074,229,40.30508652763321,0.7951388888888888,1,0.7071067811865476,1.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.4142135623730951,0.031746031746031744,20,14.142135623730951,0.07220216606498195,0,0.0,0.0,GNB,3
Corey Kiner,NWE,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,2.8284271247461903,0.13559322033898305,11,7.7781745930520225,0.044897959183673466,0,0.0,0.0,JAX,3
Courtland Sutton,DEN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,0.7071067811865476,5,0.5555555555555556,0.7071067811865476,0.1282051282051282,36,9.899494936611665,0.08591885441527446,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAR,3
Cyrus Allen,KAN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,MIA,3
D'Andre Swift,CHI,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,2.8284271247461903,6,1.0,2.8284271247461903,0.14634146341463414,64,31.11269837220809,0.13882863340563992,0,0.0,0.0,34,1.4142135623730951,0.4857142857142857,169,55.86143571373726,0.3976470588235294,3,2.1213203435596424,0.0,PHI,3
D.J. Moore,BUF,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,5.656854249492381,5,0.625,3.5355339059327378,0.125,100,70.71067811865476,0.1718213058419244,1,0.7071067811865476,0.2,1,0.7071067811865476,0.017543859649122806,-1,0.7071067811865476,-0.0034602076124567475,0,0.0,0.0,LAC,3
D.K. Metcalf,PIT,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,0.7071067811865476,8,0.42105263157894735,0.0,0.1702127659574468,67,9.192388155425117,0.1642156862745098,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CIN,3
DJ Herman,MIA,FB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,1,0.3333333333333333,0.7071067811865476,0.034482758620689655,18,12.727922061357855,0.04316546762589928,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,KAN,3
Dak Prescott,DAL,QB,2,65,2.1213203435596424,48,0.7384615384615385,2.8284271247461903,0.7384615384615385,454,73.53910524340094,1.0,6,1.4142135623730951,1.0,1,0.7071067811865476,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,1.4142135623730951,0.15384615384615385,40,8.48528137423857,0.2962962962962963,0,0.0,0.0,BAL,3
Dallas Goedert,PHI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,2.1213203435596424,5,0.7142857142857143,2.1213203435596424,0.125,81,51.61879502661797,0.1734475374732334,2,1.4142135623730951,0.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
Dalton Kincaid,BUF,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,1.4142135623730951,12,0.8571428571428571,1.4142135623730951,0.3,225,24.748737341529164,0.3865979381443299,1,0.7071067811865476,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAC,3
Dalton Schultz,HOU,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22,4.242640687119285,16,0.7272727272727273,5.656854249492381,0.2857142857142857,175,74.24621202458749,0.27910685805422647,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,IND,3
Daniel Bellinger,TEN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,1,0.5,0.7071067811865476,0.03125,7,4.949747468305833,0.021671826625386997,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYG,3
Daniel Jones,IND,QB,2,62,0.0,41,0.6612903225806451,2.1213203435596424,0.6612903225806451,376,31.11269837220809,1.0,2,0.0,1.0,2,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,1.4142135623730951,0.07692307692307693,14,4.242640687119285,0.06334841628959276,0,0.0,0.0,HOU,3
Dareke Young,LVR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.025,27,19.091883092036785,0.06537530266343826,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Darius Cooper,PHI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,2,0.6666666666666666,1.4142135623730951,0.05,26,18.384776310850235,0.055674518201284794,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
Darnell Mooney,NYG,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,4,0.8,0.0,0.10810810810810811,75,14.849242404917497,0.2077562326869806,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,TEN,3
Darnell Washington,PIT,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,3,0.75,0.7071067811865476,0.06382978723404255,25,7.7781745930520225,0.061274509803921566,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CIN,3
Darren Waller,CAR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,5,1.0,0.7071067811865476,0.10869565217391304,61,3.5355339059327378,0.0941358024691358,2,1.4142135623730951,0.3333333333333333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CLE,3
Davante Adams,LAR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,2.8284271247461903,11,0.6875,3.5355339059327378,0.28205128205128205,221,119.50104602052653,0.44646464646464645,2,1.4142135623730951,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DEN,3
David Martin-Robinson,TEN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYG,3
David Montgomery,HOU,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,5,1.0,0.7071067811865476,0.08928571428571429,33,3.5355339059327378,0.05263157894736842,1,0.7071067811865476,0.5,26,9.899494936611665,0.52,70,35.35533905932738,0.3804347826086957,2,1.4142135623730951,1.0,IND,3
David Njoku,LAC,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,1.4142135623730951,6,0.75,2.8284271247461903,0.1875,67,34.64823227814083,0.16708229426433915,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,BUF,3
Davis Allen,LAR,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,2,1.0,0.0,0.05128205128205128,20,4.242640687119285,0.04040404040404041,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DEN,3
Dawson Knox,BUF,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.7071067811865476,3,1.0,0.7071067811865476,0.075,12,1.4142135623730951,0.020618556701030927,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LAC,3
De'Von Achane,MIA,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,0.7071067811865476,7,0.6363636363636364,0.7071067811865476,0.2413793103448276,49,7.7781745930520225,0.11750599520383694,0,0.0,0.0,31,6.363961030678928,0.6739130434782609,110,26.870057685088806,0.625,0,0.0,0.0,KAN,3
De'Zhaun Stribling,SFO,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,ARI,3
DeMario Douglas,NWE,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,3.5355339059327378,6,0.6666666666666666,2.8284271247461903,0.16216216216216217,29,7.7781745930520225,0.07512953367875648,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,JAX,3
DeVonta Smith,PHI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,4.949747468305833,13,0.6842105263157895,4.949747468305833,0.325,170,45.254833995939045,0.3640256959314775,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
DeeJay Dallas,MIN,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,2,1.0,0.0,0.07692307692307693,13,7.7781745930520225,0.04421768707482993,0,0.0,0.0,2,1.4142135623730951,0.03225806451612903,8,5.656854249492381,0.035398230088495575,0,0.0,0.0,TAM,3
Deebo Samuel,SFO,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,2.1213203435596424,9,0.8181818181818182,2.1213203435596424,0.20454545454545456,79,12.020815280171307,0.16122448979591836,1,0.7071067811865476,0.2,2,0.0,0.03508771929824561,16,5.656854249492381,0.05947955390334572,0,0.0,0.0,ARI,3
Deion Burks,IND,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.4142135623730951,0.038461538461538464,14,9.899494936611665,0.06334841628959276,0,0.0,0.0,HOU,3
Demarcus Robinson,SFO,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.0,5,0.8333333333333334,0.7071067811865476,0.11363636363636363,84,11.313708498984761,0.17142857142857143,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,ARI,3
Demond Claiborne,MIN,RB,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1.0,0,0.09090909090909091,2,0,0.013986013986013986,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,TAM,3
Denzel Boston,CLE,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,2.1213203435596424,7,0.6363636363636364,2.1213203435596424,0.175,154,25.45584412271571,0.3476297968397291,2,0.0,0.6666666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CAR,3
Derius Davis,LAC,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,BUF,3
Derrick Henry,BAL,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,1.4142135623730951,4,1.0,1.4142135623730951,0.10526315789473684,38,0.0,0.06797853309481217,0,0.0,0.0,40,5.656854249492381,0.6779661016949152,212,53.74011537017761,0.6838709677419355,4,1.4142135623730951,0.8,DAL,3
Deshaun Watson,CLE,QB,2,52,5.656854249492381,40,0.7692307692307693,5.656854249492381,0.7692307692307693,443,23.33452377915607,1.0,3,0.7071067811865476,1.0,1,0.7071067811865476,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,0.7071067811865476,0.28888888888888886,60,11.313708498984761,0.4580152671755725,0,0.0,0.0,CAR,3
Devaughn Vele,NOR,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,1.4142135623730951,12,0.75,1.4142135623730951,0.1935483870967742,133,3.5355339059327378,0.20090634441087613,1,0.7071067811865476,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,LVR,3
Devin Duvernay,ARI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SFO,3
Devin Singletary,NYG,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,2.1213203435596424,4,0.8,2.8284271247461903,0.10810810810810811,22,15.556349186104045,0.060941828254847646,1,0.7071067811865476,0.3333333333333333,9,2.1213203435596424,0.15517241379310345,25,4.949747468305833,0.1152073732718894,0,0.0,0.0,TEN,3
Devontez Walker,BAL,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,1,0.5,0,0.047619047619047616,47,0,0.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,DAL,3
Dillon Bell,MIN,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,TAM,3
Dohnte Meyers,CIN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,1,0.5,0.7071067811865476,0.022222222222222223,18,12.727922061357855,0.039045553145336226,0,0.0,0.0,1,0.7071067811865476,0.02,10,7.0710678118654755,0.05235602094240838,0,0.0,0.0,PIT,3
Dontayvion Wicks,PHI,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,1.4142135623730951,7,0.7,2.1213203435596424,0.175,147,0.7071067811865476,0.3147751605995717,1,0.7071067811865476,0.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
Drake London,ATL,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.0,6,0.6,1.4142135623730951,0.2,80,15.556349186104045,0.2777777777777778,0,0.0,0.0,2,0.0,0.031746031746031744,4,5.656854249492381,0.01444043321299639,0,0.0,0.0,GNB,3
Drake Maye,NWE,QB,2,55,7.7781745930520225,37,0.6727272727272727,6.363961030678928,0.6727272727272727,386,21.213203435596427,1.0,1,0.7071067811865476,1.0,4,1.4142135623730951,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,2.1213203435596424,0.1864406779661017,64,21.213203435596427,0.2612244897959184,0,0.0,0.0,JAX,3
Drew Lock,SEA,QB,2,48,2.8284271247461903,35,0.7291666666666666,2.1213203435596424,0.7,422,33.94112549695428,0.9701149425287356,4,1.4142135623730951,1.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.4142135623730951,0.03225806451612903,13,9.192388155425117,0.05019305019305019,0,0.0,0.0,WSH,3
Drew Sample,CIN,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.1213203435596424,3,1.0,2.1213203435596424,0.06666666666666667,19,13.435028842544403,0.04121475054229935,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,PIT,3
Durham Smythe,BAL,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,1,0.5,0.7071067811865476,0.02631578947368421,4,2.8284271247461903,0.007155635062611807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,DAL,3
Dyami Brown,WSH,WR,2,1,0.7071067811865476,1,1.0,0.7071067811865476,0.014492753623188406,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,2.8284271247461903,4,0.5,2.8284271247461903,0.0975609756097561,21,14.849242404917497,0.05660377358490566,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SEA,3
Dylan Laube,LVR,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NOR,3
Dylan Sampson,CLE,RB,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,CAR,3
E.J. Jenkins,PHI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CHI,3
Efton Chism,NWE,WR,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1.0,0,0.07142857142857142,-2,0,-0.009615384615384616,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,JAX,3
Eli Heidenreich,PIT,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CIN,3
Eli Raridon,NWE,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,2,1.0,0.0,0.05405405405405406,32,19.79898987322333,0.08290155440414508,1,0.7071067811865476,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,JAX,3
Elic Ayomanor,TEN,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.0,3,0.5,0.7071067811865476,0.09375,80,41.012193308819754,0.2476780185758514,1,0.7071067811865476,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,NYG,3
Elijah Arroyo,SEA,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,1,1.0,0.7071067811865476,0.027777777777777776,17,12.020815280171307,0.03908045977011494,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,WSH,3
Elijah Higgins,ARI,TE,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,SFO,3
Emanuel Wilson,SEA,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7071067811865476,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,13.435028842544403,0.3709677419354839,95,62.932503525602726,0.3667953667953668,0,0.0,0.0,WSH,3
Emari Demercado,DAL,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.7071067811865476,0.1282051282051282,15,0.7071067811865476,0.1111111111111111,0,0.0,0.0,BAL,3
Emeka Egbuka,TAM,WR,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,0.7071067811865476,8,0.7272727272727273,1.4142135623730951,0.18181818181818182,79,33.23401871576773,0.1984924623115578,1,0.7071067811865476,1.0,1,0.7071067811865476,0.022222222222222223,-3,2.1213203435596424,-0.01327433628318584,0,0.0,0.0,MIN,3
Emmett Johnson,KAN,RB,2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,4,1.0,0.0,0.0851063829787234,64,16.97056274847714,0.11307420494699646,0,0.0,0.0,10,4.242640687119285,0.15151515151515152,39,6.363961030678928,0.10569105691056911,0,0.0,0.0,MIA,3
